DailyQCReport_V0333_20250312_234536


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,550,0,0,2003.552,2.689133,686.5151
Violet,SSC,175,7,4.166667,2012.154,5.124642,9996.546
Blue,SSC-B,164,15,10.06711,2011.429,3.77704,9733.294
UV,UV1 (373),1211,223,22.57085,301.564,4.850792,51.11272
UV,UV2 (388),372,76,25.67567,2038.031,2.017781,453.3324
UV,UV3 (428),851,138,19.35484,1536.362,2.093978,1613.742
UV,UV4 (443),1302,235,22.02437,1235.471,1.849131,2227.74
UV,UV5 (458),792,135,20.54795,1230.229,1.475015,2788.162
UV,UV6 (473),632,110,21.0728,1558.314,1.412657,4728.559
UV,UV7 (514),803,130,19.31649,1690.319,1.309547,6292.861
UV,UV8 (542),620,101,19.4605,1040.438,1.338862,4309.549
UV,UV9 (582),809,128,18.79589,1377.43,1.551804,3965.889
UV,UV10 (613),442,74,20.1087,1246.585,1.473397,4478.79
UV,UV11 (664),554,76,15.89958,591.056,1.576708,2159.489
UV,UV12 (692),519,85,19.58525,493.3525,1.59846,1028.082
UV,UV13 (720),688,114,19.86063,547.246,2.220098,1132.956
UV,UV14 (750),1182,202,20.61224,652.3555,2.523582,1463.659
UV,UV15 (780),920,188,25.68306,618.3815,3.006393,808.3086
UV,UV16 (812),1500,512,51.82187,871.142,7.390749,667.6695
Violet,V1 (428),322,12,3.870968,597.3135,2.486031,950.7003
Violet,V2 (443),398,11,2.842377,1287.075,2.224124,2181.513
Violet,V3 (458),301,16,5.614035,1395.128,2.087197,3485.186
Violet,V4 (473),212,7,3.414634,1241.617,1.975746,3276.298
Violet,V5 (508),248,15,6.437768,1073.316,1.951731,3222.937
Violet,V6 (525),207,14,7.253886,773.9655,1.917399,2326.257
Violet,V7 (542),271,17,6.692913,903.6525,1.973778,2357.419
Violet,V8 (581),397,18,4.74934,772.8135,2.232861,1463.74
Violet,V9 (598),276,8,2.985075,782.741,2.181146,994.0801
Violet,V10 (615),316,10,3.267974,1174.626,2.156771,966.1857
Violet,V11 (664),254,-9,-3.422053,515.1325,2.77783,427.4774
Violet,V12 (692),233,-5,-2.10084,455.788,2.332601,240.9767
Violet,V13 (720),248,4,1.639344,523.377,1.72236,139.5362
Violet,V14 (750),336,11,3.384615,470.1535,1.78576,125.154
Violet,V15 (780),659,40,6.462035,497.8825,2.845119,75.26959
Violet,V16 (812),482,131,37.32194,575.3025,7.745761,25.91815
Blue,B1 (508),1074,4,0.3738318,147.269,2.453083,367.556
Blue,B2 (525),505,4,0.7984032,180.4295,2.088339,427.7072
Blue,B3 (542),489,-2,-0.407332,547.222,1.974619,1107.952
Blue,B4 (581),481,-5,-1.028807,739.432,1.923833,1244.593
Blue,B5 (598),468,-10,-2.09205,873.3015,2.206207,1221.189
Blue,B6 (615),284,-8,-2.739726,925.4745,2.148949,881.2599
Blue,B7 (661),536,-23,-4.11449,571.328,2.075053,662.6005
Blue,B8 (679),432,-25,-5.470459,486.8955,2.401971,554.5425
Blue,B9 (697),681,-21,-2.991453,601.7925,2.119855,408.5249
Blue,B10 (717),498,-7,-1.386139,415.924,2.470254,231.5314
Blue,B11 (738),298,-2,-0.6666667,278.5035,2.568128,121.372
Blue,B12 (760),416,-6,-1.421801,275.428,2.718718,100.0485
Blue,B13 (783),723,24,3.433476,255.859,3.507942,69.83299
Blue,B14 (812),821,173,26.69753,551.093,8.320288,69.62289
Red,R1 (661),155,-19,-10.91954,426.3875,2.650996,1404.73
Red,R2 (679),232,-25,-9.727626,1093.091,2.182643,2933.866
Red,R3 (697),321,-12,-3.603604,2064.866,1.581569,1998.112
Red,R4 (717),233,-5,-2.10084,2012.629,2.346937,1343.38
Red,R5 (738),188,-2,-1.052632,1639.806,2.376525,1025.807
Red,R6 (760),265,-3,-1.119403,1439.4,3.093974,716.1714
Red,R7 (783),505,26,5.427975,1916.724,3.437623,545.0009
Red,R8 (812),282,64,29.3578,2107.083,9.864728,217.0332


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-20.15,1.163482,9.915
Blue,0,1.175363,1.1075
Red,20.025,1.107166,73.636
UV,40.475,1.008797,0
FSC Area Scaling Factor,1.255062,Window Extension,3
Flow Rate,22.45
Temperature,24.88
