DailyQCReport_V0333_20240613_084257


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2005
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,685,0,0,1991.785,0.991785,744.8624
Violet,SSC,194,3,1.57068,1999.945,4.338819,10925.69
Blue,SSC-B,196,1,0.5128205,2001.102,1.778405,11078.21
UV,UV1 (373),3076,30,0.9848982,124.086,9.241807,46.3873
UV,UV2 (388),431,-21,-4.646018,754.343,5.162267,470.3857
UV,UV3 (428),697,-30,-4.126547,652.298,2.102104,1268.896
UV,UV4 (443),921,-42,-4.361371,588.756,2.553195,1586.579
UV,UV5 (458),603,-25,-3.980892,642.06,1.925217,2667.221
UV,UV6 (473),434,-14,-3.125,996.136,1.752252,5216.86
UV,UV7 (514),579,-28,-4.61285,1403.88,2.016263,7827.263
UV,UV8 (542),508,-19,-3.605313,858.14,1.94625,4491.595
UV,UV9 (582),615,-12,-1.913876,1365.686,2.150202,4908.704
UV,UV10 (613),354,-8,-2.209945,1575.167,1.771113,4363.024
UV,UV11 (664),483,-23,-4.545455,872.866,2.009208,2288.805
UV,UV12 (692),480,-27,-5.325444,441.131,2.075533,1314.906
UV,UV13 (720),690,-43,-5.866303,427.697,4.136512,1213.16
UV,UV14 (750),1287,-104,-7.476635,1476.183,6.398164,1668.345
UV,UV15 (780),782,-39,-4.750305,1914.555,4.28145,958.4505
UV,UV16 (812),1633,-84,-4.892254,2259.6,7.16072,709.9705
Violet,V1 (428),294,-2,-0.6756757,467.625,2.267315,977.521
Violet,V2 (443),353,3,0.8571428,1079.477,2.089128,2083.24
Violet,V3 (458),259,1,0.3875969,1223.335,1.906743,3309.111
Violet,V4 (473),188,0,0,1196.061,1.753409,3493.023
Violet,V5 (508),229,2,0.8810573,1129.284,1.942608,3305.963
Violet,V6 (525),196,0,0,823.625,2.162964,2572.919
Violet,V7 (542),261,3,1.162791,961.679,2.134309,2320.426
Violet,V8 (581),398,8,2.051282,1023.268,1.713471,1512.789
Violet,V9 (598),283,11,4.044118,1237.816,1.741201,1023.077
Violet,V10 (615),308,12,4.054054,2130.145,1.673592,946.5191
Violet,V11 (664),250,-3,-1.185771,1012.731,1.49597,435.9096
Violet,V12 (692),229,-6,-2.553191,506.533,1.438814,251.3867
Violet,V13 (720),233,-7,-2.916667,498.768,1.562093,150.4717
Violet,V14 (750),320,-1,-0.3115265,1248.395,1.963372,126.3376
Violet,V15 (780),574,5,0.8787346,1816.034,1.824072,74.94375
Violet,V16 (812),318,3,0.952381,1370.62,2.713851,27.66332
Blue,B1 (508),1131,-29,-2.5,142.657,2.054949,367.7505
Blue,B2 (525),500,-6,-1.185771,132.804,1.637444,439.4456
Blue,B3 (542),520,-1,-0.1919386,277.373,1.416203,1221.616
Blue,B4 (581),496,-2,-0.4016064,489.785,1.446743,1326.892
Blue,B5 (598),496,12,2.479339,702.186,1.40211,1255.299
Blue,B6 (615),310,4,1.30719,880.856,1.229531,1002.591
Blue,B7 (661),586,-8,-1.346801,622.319,1.146843,623.9303
Blue,B8 (679),484,-9,-1.825558,469.027,1.143047,590.3712
Blue,B9 (697),757,-12,-1.560468,400.901,1.658789,422.9124
Blue,B10 (717),568,-10,-1.730104,257.669,1.410277,236.274
Blue,B11 (738),333,-5,-1.47929,344.488,1.668341,126.3711
Blue,B12 (760),422,-1,-0.2364066,586.448,1.875397,108.3832
Blue,B13 (783),715,-13,-1.785714,620.963,1.465542,73.84802
Blue,B14 (812),655,-4,-0.6069803,1011.972,1.747431,73.13674
Red,R1 (661),208,-19,-8.370044,383.767,1.866941,1699.576
Red,R2 (679),318,-23,-6.744868,519.294,2.44585,3406.104
Red,R3 (697),373,-24,-6.04534,420.321,2.125139,2415.681
Red,R4 (717),309,-15,-4.62963,356.364,1.79795,1557.126
Red,R5 (738),233,-6,-2.51046,655.246,1.516407,1170.367
Red,R6 (760),336,-10,-2.890173,941.809,2.408892,858.9198
Red,R7 (783),553,-3,-0.5395684,1301.507,2.119953,728.1688
Red,R8 (812),247,-2,-0.8032128,935.829,2.602587,263.4094


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-20,1.163953,9.915
Blue,0,1.111897,1.0475
Red,20.4,0.9238319,73.88
UV,39.85,0.9131241,0
FSC Area Scaling Factor,1.164918,Window Extension,3
Flow Rate,18.91
Temperature,24
