DailyQCReport_V0333_20251010_100535


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,626,16,2.622951,2063.761,2.458823,271.9433
Violet,SSC,204,16,8.510638,2016.632,5.240627,12226.23
Blue,SSC-B,137,4,3.007519,1995.923,2.158138,11675.1
UV,UV1 (373),1108,147,15.29657,301.707,6.852849,59.03404
UV,UV2 (388),323,51,18.75,2059.596,4.724247,520.3105
UV,UV3 (428),763,107,16.31097,1530.021,3.225572,1877.488
UV,UV4 (443),1157,184,18.91059,1245.911,3.208134,2496.938
UV,UV5 (458),693,106,18.05792,1221.53,2.967708,3678.632
UV,UV6 (473),567,86,17.87942,1540.412,2.760109,5493.359
UV,UV7 (514),742,113,17.96502,1702.745,2.733672,8115.457
UV,UV8 (542),573,90,18.63354,1031.362,2.644908,5060.517
UV,UV9 (582),797,130,19.49026,1363.964,2.739392,4752.679
UV,UV10 (613),424,74,21.14286,1254.667,2.719639,5128.236
UV,UV11 (664),530,82,18.30357,587.793,2.84315,2410.953
UV,UV12 (692),489,76,18.40194,500.189,2.751727,1222.255
UV,UV13 (720),631,86,15.77982,546.2135,2.775519,1238.985
UV,UV14 (750),1081,138,14.63415,653.1585,2.834531,1505.334
UV,UV15 (780),818,103,14.40559,609.45,2.881774,890.7928
UV,UV16 (812),1140,121,11.87439,864.706,3.485553,697.1577
Violet,V1 (428),360,7,1.983003,600.7415,2.348959,1011.552
Violet,V2 (443),421,9,2.184466,1265.965,2.279503,2384.456
Violet,V3 (458),311,10,3.322259,1380.636,2.030772,3569.826
Violet,V4 (473),223,8,3.72093,1231.676,1.840186,3540.885
Violet,V5 (508),267,16,6.374502,1064.291,1.914929,3498.581
Violet,V6 (525),228,12,5.555556,766.986,1.715093,2585.223
Violet,V7 (542),315,17,5.704698,893.92,1.58379,2645.355
Violet,V8 (581),489,42,9.395973,770.927,1.717873,1622.512
Violet,V9 (598),336,29,9.446255,783.7555,2.050749,1151.663
Violet,V10 (615),370,27,7.87172,1170.809,1.914232,1073.782
Violet,V11 (664),288,21,7.865169,521.341,1.869304,497.7144
Violet,V12 (692),256,27,11.79039,459.3265,1.911002,257.0159
Violet,V13 (720),253,18,7.659575,524.385,1.970032,164.7051
Violet,V14 (750),324,7,2.208202,466.7435,1.9915,134.5602
Violet,V15 (780),604,11,1.854975,502.83,2.112128,81.91425
Violet,V16 (812),370,20,5.714286,574.684,2.837691,31.13684
Blue,B1 (508),1025,9,0.8858268,141.89,2.508657,371.7441
Blue,B2 (525),494,6,1.229508,179.246,2.0538,431.3841
Blue,B3 (542),475,10,2.150538,542.0895,1.991281,1245.28
Blue,B4 (581),482,15,3.211992,751.1905,1.852618,1410.927
Blue,B5 (598),471,18,3.97351,883.3555,2.099574,1278.51
Blue,B6 (615),289,11,3.956835,937.8095,2.023025,1045.286
Blue,B7 (661),546,17,3.21361,577.1005,1.930386,668.4233
Blue,B8 (679),444,18,4.225352,491.451,2.176067,573.3814
Blue,B9 (697),688,25,3.770739,612.989,2.10941,457.406
Blue,B10 (717),494,7,1.437372,417.0685,2.355254,231.5542
Blue,B11 (738),292,8,2.816901,277.602,2.372685,126.2158
Blue,B12 (760),416,12,2.970297,276.5495,2.327416,102.9154
Blue,B13 (783),704,11,1.587302,255.7345,2.492619,75.6351
Blue,B14 (812),671,5,0.7507508,551.1985,2.512366,73.60033
Red,R1 (661),168,0,0,417.2765,2.209153,1578.48
Red,R2 (679),258,8,3.2,1098.938,1.956128,3341.751
Red,R3 (697),349,7,2.046784,2040.209,1.480654,2486.368
Red,R4 (717),246,7,2.92887,1980.15,1.95507,1375.586
Red,R5 (738),197,3,1.546392,1650.009,1.845934,1234.104
Red,R6 (760),284,5,1.792115,1450.856,2.950394,820.4569
Red,R7 (783),536,5,0.9416196,1906.788,1.644214,642.8737
Red,R8 (812),239,1,0.4201681,2131.043,2.375152,253.7212


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-19.45,1.073408,9.67
Blue,0,1.148692,1.0675
Red,20.1,1.009819,73.096
UV,40.725,0.917583,0
FSC Area Scaling Factor,1.204237,Window Extension,3
Flow Rate,16.16
Temperature,20.12
