DailyQCReport_V0333_20260205_131517


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,500,-5,-0.990099,1921.14,1.328882,325.3038
Violet,SSC,248,-16,-6.060606,2008.55,4.465973,12549.17
Blue,SSC-B,152,-51,-25.12315,1988.136,3.641934,11879.35
UV,UV1 (373),490,-731,-59.86896,223.2035,4.771374,63.22769
UV,UV2 (388),321,-73,-18.52792,1324.262,3.75359,392.1166
UV,UV3 (428),261,-773,-74.75822,1020.37,3.871922,1796.326
UV,UV4 (443),241,-1264,-83.98671,880.687,3.631888,2156.086
UV,UV5 (458),312,-581,-65.06159,959.5795,3.688914,2933.934
UV,UV6 (473),432,-298,-40.82192,1469.696,3.617744,4744.921
UV,UV7 (514),640,-277,-30.2072,2032.026,3.702572,7247.944
UV,UV8 (542),559,-160,-22.25313,1531.045,3.441075,1477.912
UV,UV9 (582),701,-285,-28.90466,2470.449,3.583444,4226.532
UV,UV10 (613),442,-83,-15.80952,1960.78,3.515473,4464.317
UV,UV11 (664),566,-95,-14.37216,857.1725,3.606268,2330.712
UV,UV12 (692),501,-105,-17.32673,668.028,3.657547,1260.796
UV,UV13 (720),681,-96,-12.35521,693.019,3.723845,1148.115
UV,UV14 (750),1372,36,2.694611,804.322,3.837429,1536.929
UV,UV15 (780),1038,37,3.696304,629.108,3.945985,852.8013
UV,UV16 (812),1520,150,10.9489,421.797,4.159085,662.6735
Violet,V1 (428),433,-30,-6.479482,791.9095,4.0427,1028.108
Violet,V2 (443),547,-28,-4.869565,1861.916,3.963606,2553.029
Violet,V3 (458),426,-21,-4.697987,2154.265,3.886892,3603.794
Violet,V4 (473),314,-19,-5.705706,2189.147,3.679485,3584.333
Violet,V5 (508),364,-42,-10.34483,2054.561,3.667361,3698.863
Violet,V6 (525),305,-34,-10.0295,1517.137,3.630699,1955.008
Violet,V7 (542),389,-55,-12.38739,2029.308,3.638191,2849.469
Violet,V8 (581),590,-81,-12.07154,2389.972,3.671763,1588.347
Violet,V9 (598),414,-43,-9.409191,2301.974,3.754948,1144.66
Violet,V10 (615),467,-44,-8.610567,3256.961,3.750346,1121.885
Violet,V11 (664),371,-38,-9.290954,1321.076,3.746039,492.4026
Violet,V12 (692),345,-24,-6.504065,1030.092,3.653785,275.4067
Violet,V13 (720),353,-26,-6.860158,1109.686,3.577954,159.2644
Violet,V14 (750),475,-49,-9.351145,931.715,3.629976,147.151
Violet,V15 (780),904,-82,-8.31643,817.52,3.944599,81.06896
Violet,V16 (812),525,-57,-9.793815,361.3605,3.826841,29.78743
Blue,B1 (508),1115,-298,-21.08988,227.292,2.456581,389.3482
Blue,B2 (525),535,-130,-19.54887,279.266,2.038322,426.5052
Blue,B3 (542),503,-130,-20.53712,1046.749,1.92054,1160.092
Blue,B4 (581),511,-124,-19.52756,1644.262,1.933963,1244.433
Blue,B5 (598),501,-99,-16.5,1843.08,1.799692,1227.194
Blue,B6 (615),311,-54,-14.79452,1890.908,1.780947,1360.18
Blue,B7 (661),590,-116,-16.4306,1129.731,1.688746,652.7567
Blue,B8 (679),473,-71,-13.05147,926.45,1.749704,556.5457
Blue,B9 (697),735,-87,-10.58394,1128.725,1.854579,409.0009
Blue,B10 (717),538,-65,-10.77944,784.641,1.744503,246.5968
Blue,B11 (738),316,-36,-10.22727,505.242,1.919764,123.4605
Blue,B12 (760),453,-41,-8.299595,489.561,2.055619,98.37524
Blue,B13 (783),782,-50,-6.009615,384.739,2.06735,67.76376
Blue,B14 (812),707,-58,-7.5817,387.3905,1.986204,69.93745
Red,R1 (661),156,-22,-12.35955,388.6385,2.108577,1472.711
Red,R2 (679),265,-15,-5.357143,1070.704,1.744263,3152.639
Red,R3 (697),375,-5,-1.315789,2029.272,1.523832,2457.563
Red,R4 (717),262,-4,-1.503759,1910.472,2.093077,1284.861
Red,R5 (738),217,-1,-0.4587156,1615.968,2.046772,1137.629
Red,R6 (760),313,1,0.3205128,1418.47,4.502365,816.3655
Red,R7 (783),613,4,0.6568145,1574.126,1.677783,623.7526
Red,R8 (812),241,4,1.687764,777.9215,2.478676,249.0726


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-19.675,1.043453,9.67
Blue,0,1.168439,0.965
Red,20.325,1.034915,73
UV,40.05,0.9519061,0
FSC Area Scaling Factor,1.235842,Window Extension,3
Flow Rate,15.56
Temperature,21.5
