DailyQCReport_V0333_20250207_095539


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,550,0,0,2024.656,2.166203,803.7654
Violet,SSC,170,2,1.190476,1989.267,5.103514,11583.31
Blue,SSC-B,162,13,8.724833,2012.167,3.731475,10003.92
UV,UV1 (373),1121,133,13.46154,307.357,4.200727,50.2629
UV,UV2 (388),337,41,13.85135,2044.446,1.773927,472.5107
UV,UV3 (428),779,66,9.256661,1529.266,1.697615,1548.277
UV,UV4 (443),1178,111,10.403,1224.8,1.551452,2066.216
UV,UV5 (458),726,69,10.50228,1226.642,1.258266,2963.843
UV,UV6 (473),569,47,9.003832,1531.412,1.271827,4799.236
UV,UV7 (514),741,68,10.10401,1713.109,1.190925,6923.296
UV,UV8 (542),572,53,10.21195,1037.264,1.247438,4350.255
UV,UV9 (582),761,80,11.74743,1358.323,1.346201,4073.697
UV,UV10 (613),415,47,12.77174,1243.707,1.307314,4462.699
UV,UV11 (664),528,50,10.46025,594.515,1.408638,1981.731
UV,UV12 (692),485,51,11.75115,493.9975,1.421347,1025.601
UV,UV13 (720),629,55,9.581882,542.996,1.546272,1108.444
UV,UV14 (750),1082,102,10.40816,654.1005,1.719734,1405.863
UV,UV15 (780),813,81,11.06557,609.316,1.631432,777.9898
UV,UV16 (812),1091,103,10.4251,859.0055,2.105251,643.7022
Violet,V1 (428),303,-7,-2.258065,599.4555,2.42395,1014.319
Violet,V2 (443),372,-15,-3.875969,1270.812,2.117542,2125.35
Violet,V3 (458),284,-1,-0.3508772,1384.66,1.924119,3476.549
Violet,V4 (473),207,2,0.9756098,1226.349,1.757436,3493.797
Violet,V5 (508),250,17,7.296137,1071.557,1.686376,3450.36
Violet,V6 (525),212,19,9.84456,778.637,1.61123,2407.299
Violet,V7 (542),276,22,8.661418,902.547,1.61433,2334.268
Violet,V8 (581),400,21,5.540897,762.016,1.68763,1452.024
Violet,V9 (598),277,9,3.358209,776.5845,1.680927,1063.931
Violet,V10 (615),313,7,2.287582,1179.292,1.679127,988.3814
Violet,V11 (664),259,-4,-1.520913,519.044,1.682106,447.3215
Violet,V12 (692),235,-3,-1.260504,457.2475,1.774691,245.5058
Violet,V13 (720),242,-2,-0.8196721,523.9035,1.704048,141.6512
Violet,V14 (750),329,4,1.230769,465.6,1.742668,128.5586
Violet,V15 (780),629,10,1.615509,501.9595,2.967524,74.75066
Violet,V16 (812),363,12,3.418804,576.8195,2.381072,26.01876
Blue,B1 (508),1059,-11,-1.028037,143.0865,2.417042,369.0217
Blue,B2 (525),509,8,1.596806,179.159,2.067094,399.2441
Blue,B3 (542),498,7,1.425662,546.137,1.898064,1141.707
Blue,B4 (581),494,8,1.646091,744.9145,1.784848,1258.843
Blue,B5 (598),480,2,0.41841,877.298,2.108389,1128.209
Blue,B6 (615),293,1,0.3424658,931.696,2.128513,919.7109
Blue,B7 (661),559,0,0,580.1145,2.029919,637.4016
Blue,B8 (679),455,-2,-0.4376368,483.1965,2.281475,537.6041
Blue,B9 (697),706,4,0.5698006,608.493,2.256392,439.7385
Blue,B10 (717),507,2,0.3960396,423.8545,2.538468,215.3057
Blue,B11 (738),301,1,0.3333333,278.575,2.531296,125.3174
Blue,B12 (760),421,-1,-0.2369668,275.497,2.742941,102.7569
Blue,B13 (783),702,3,0.4291846,257.549,2.734678,70.95747
Blue,B14 (812),651,3,0.462963,554.9105,3.089513,68.36871
Red,R1 (661),169,-5,-2.873563,421.1235,2.668507,1370.658
Red,R2 (679),254,-3,-1.167315,1093.431,2.177884,2914.549
Red,R3 (697),330,-3,-0.9009009,2046.632,1.749299,2048.392
Red,R4 (717),233,-5,-2.10084,1998.751,2.171337,1377.812
Red,R5 (738),190,0,0,1651.502,2.043457,992.4677
Red,R6 (760),269,1,0.3731343,1451.223,2.864123,705.5532
Red,R7 (783),479,0,0,1920.871,1.855362,592.8467
Red,R8 (812),217,-1,-0.4587156,2139.303,2.652175,225.7173


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-20.05,1.160711,9.855
Blue,0,1.176859,1.0875
Red,20.05,1.109107,73.684
UV,40.275,1.045654,0
FSC Area Scaling Factor,1.256132,Window Extension,3
Flow Rate,18.38
Temperature,24.25
