DailyQCReport_V0333_20240722_104331


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2005
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,685,0,0,1929.978,2.57656,404.7279
Violet,SSC,193,4,2.116402,2006.37,4.36472,10897.61
Blue,SSC-B,191,-2,-1.036269,1994.259,2.69731,12623.58
UV,UV1 (373),1196,25,2.134927,110.648,5.918738,58.73611
UV,UV2 (388),327,-3,-0.9090909,742.884,4.593678,544.1541
UV,UV3 (428),734,38,5.45977,653.303,1.406388,1749.714
UV,UV4 (443),1061,40,3.917728,585.565,1.373478,2679.089
UV,UV5 (458),658,14,2.173913,644.7475,1.445906,3521.214
UV,UV6 (473),530,12,2.316602,983.2705,1.499524,5107.945
UV,UV7 (514),679,27,4.141104,1389.697,1.486759,8469.383
UV,UV8 (542),530,19,3.718199,843.299,1.512646,5140.882
UV,UV9 (582),702,20,2.932551,1332.006,1.368391,4887.038
UV,UV10 (613),378,9,2.439024,1561.302,1.50804,4940.984
UV,UV11 (664),500,26,5.485232,852.0375,1.303926,2443.941
UV,UV12 (692),473,20,4.415011,438.979,1.261901,1401.709
UV,UV13 (720),627,29,4.849498,410.0195,1.241364,1229.347
UV,UV14 (750),1058,18,1.730769,1380.498,1.181819,1729.172
UV,UV15 (780),784,15,1.950585,1808.84,1.337401,929.8146
UV,UV16 (812),1025,0,0,2088.631,2.064893,702.2266
Violet,V1 (428),300,13,4.529617,468.035,2.468599,976.3727
Violet,V2 (443),360,14,4.046243,1072.918,2.006066,2179.493
Violet,V3 (458),268,13,5.098039,1237.766,1.883134,3395.876
Violet,V4 (473),195,11,5.978261,1202.979,1.725927,3305.661
Violet,V5 (508),230,9,4.072398,1130.014,1.864137,3358.373
Violet,V6 (525),200,9,4.712042,833.4895,1.971556,2380.425
Violet,V7 (542),265,12,4.743083,956.346,2.080364,2453.126
Violet,V8 (581),401,15,3.88601,1033.948,1.708379,1557.57
Violet,V9 (598),283,6,2.166065,1226.097,1.811245,999.0477
Violet,V10 (615),317,7,2.258065,2123.167,1.738271,908.0447
Violet,V11 (664),258,12,4.878048,1012.857,1.526035,431.6608
Violet,V12 (692),239,13,5.752213,507.338,1.454953,239.1402
Violet,V13 (720),238,11,4.845815,497.936,1.508519,140.2163
Violet,V14 (750),317,2,0.6349207,1250.067,1.943422,122.2391
Violet,V15 (780),570,-9,-1.554404,1801.117,1.729471,71.15823
Violet,V16 (812),312,-19,-5.740181,1370.471,2.84109,27.16652
Blue,B1 (508),1120,-5,-0.4444444,141.099,2.952055,366.0923
Blue,B2 (525),509,11,2.208835,133.24,2.67236,447.4634
Blue,B3 (542),533,13,2.5,277.267,2.656231,1185.188
Blue,B4 (581),515,8,1.577909,488.352,2.465564,1302.345
Blue,B5 (598),522,8,1.55642,700.0125,2.395183,1351.84
Blue,B6 (615),326,4,1.242236,884.4065,2.045822,1038.653
Blue,B7 (661),608,8,1.333333,623.4455,1.884733,674.1788
Blue,B8 (679),509,15,3.036437,470.9885,1.889337,612.551
Blue,B9 (697),798,36,4.72441,393.039,2.365555,435.9128
Blue,B10 (717),595,17,2.941176,252.453,2.148348,240.3192
Blue,B11 (738),351,8,2.332362,345.3875,2.293826,129.2552
Blue,B12 (760),443,4,0.9111618,583.8885,2.228601,106.6564
Blue,B13 (783),757,5,0.6648936,618.8465,1.915311,74.60316
Blue,B14 (812),698,-6,-0.8522727,1012.161,2.261722,72.44831
Red,R1 (661),207,17,8.947369,382.189,1.842779,1637.55
Red,R2 (679),337,28,9.061488,527.659,2.454071,3553.975
Red,R3 (697),388,27,7.479224,414.293,2.124102,2428.556
Red,R4 (717),316,19,6.397306,354.54,1.816197,1591.438
Red,R5 (738),236,10,4.424779,655.5455,1.534063,1239.703
Red,R6 (760),350,13,3.857567,947.0605,2.377136,886.7837
Red,R7 (783),587,13,2.264808,1290.913,2.195981,648.5713
Red,R8 (812),255,2,0.7905139,936.7475,2.630608,268.5447


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-19.825,1.155966,9.855
Blue,0,1.103029,1.0675
Red,20.425,0.9052166,73.684
UV,40,0.8925543,0
FSC Area Scaling Factor,1.14865,Window Extension,3
Flow Rate,19.84
Temperature,22.88
