DailyQCReport_V0333_20260204_123222


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,772,267,52.87129,1907.949,1.478108,326.0871
Violet,SSC,369,105,39.77273,1970.566,4.676248,17919.97
Blue,SSC-B,261,58,28.57143,1995.532,2.991911,17291.32
UV,UV1 (373),1982,761,62.32596,229.88,5.633517,69.64887
UV,UV2 (388),607,213,54.06091,1322.35,4.170662,624.1334
UV,UV3 (428),1488,454,43.90716,967.1805,4.385497,2108.075
UV,UV4 (443),2248,743,49.36877,843.9455,4.367288,2076.141
UV,UV5 (458),1324,431,48.26428,928.0695,4.268088,3034.946
UV,UV6 (473),3312,2582,353.6986,1407.559,4.166251,5584.447
UV,UV7 (514),1387,470,51.25409,1986.936,4.262937,4112.671
UV,UV8 (542),1083,364,50.62587,1514.404,4.084205,2969.246
UV,UV9 (582),1485,499,50.60852,2341.532,4.26297,1753.72
UV,UV10 (613),792,267,50.85714,1959.641,4.12459,2865.481
UV,UV11 (664),1003,342,51.73979,858.814,4.230191,1225.193
UV,UV12 (692),915,309,50.9901,653.498,4.300522,943.3302
UV,UV13 (720),1172,395,50.83655,693.748,4.315786,530.3786
UV,UV14 (750),2016,680,50.8982,810.96,4.51032,439.1101
UV,UV15 (780),1521,520,51.94805,634.32,4.635339,284.4242
UV,UV16 (812),2046,676,49.34306,422.8245,4.809516,201.6434
Violet,V1 (428),574,111,23.97408,799.3205,4.293545,1481.777
Violet,V2 (443),721,146,25.3913,1832.623,4.337501,3470.808
Violet,V3 (458),559,112,25.05593,2142.419,4.30669,4302.048
Violet,V4 (473),412,79,23.72372,2185.649,4.243702,4465.311
Violet,V5 (508),492,86,21.18227,2039.722,4.3236,4272.248
Violet,V6 (525),409,70,20.64897,1522.763,4.282252,3494.704
Violet,V7 (542),537,93,20.94595,2059.412,4.194345,2951.977
Violet,V8 (581),784,113,16.84054,2375.052,3.972104,1048.227
Violet,V9 (598),537,80,17.50547,2255.646,4.088272,809.7489
Violet,V10 (615),611,100,19.56947,3274.454,0,552.5596
Violet,V11 (664),481,72,17.60391,1302.72,3.919227,432.0404
Violet,V12 (692),445,76,20.59621,1030.134,3.847217,305.4315
Violet,V13 (720),453,74,19.52507,1101.392,3.823513,169.9257
Violet,V14 (750),618,94,17.93893,912.831,3.964977,117.2803
Violet,V15 (780),1129,143,14.50304,814.049,3.666506,49.94801
Violet,V16 (812),692,110,18.90034,363.8145,3.787488,32.30599
Blue,B1 (508),1789,376,26.61005,222.3535,2.194646,250.987
Blue,B2 (525),838,173,26.01504,277.0485,1.696445,416.1009
Blue,B3 (542),784,151,23.85466,1036.118,1.542765,980.0388
Blue,B4 (581),790,155,24.40945,1661.953,1.525648,1187.095
Blue,B5 (598),774,174,29,1825.122,1.411201,999.3807
Blue,B6 (615),463,98,26.84931,1885.87,1.493409,1176.318
Blue,B7 (661),888,182,25.77904,1133.941,1.433031,601.0474
Blue,B8 (679),698,154,28.30882,931.0025,1.476166,534.0431
Blue,B9 (697),1064,242,29.44039,1135.952,1.598661,301.5712
Blue,B10 (717),762,159,26.36816,779.9185,1.554792,234.3582
Blue,B11 (738),457,105,29.82955,504.7865,1.752412,156.52
Blue,B12 (760),650,156,31.57895,490.39,1.890097,114.4947
Blue,B13 (783),1092,260,31.25,390.572,2.003674,49.72348
Blue,B14 (812),991,226,29.54248,387.4095,1.842171,51.40293
Red,R1 (661),227,49,27.52809,389.959,1.761163,1961.786
Red,R2 (679),359,79,28.21428,1074.544,1.485082,3459.847
Red,R3 (697),493,113,29.73684,2037.925,1.327205,2572.53
Red,R4 (717),345,79,29.69925,1915.844,1.67159,1768.106
Red,R5 (738),284,66,30.27523,1614.667,1.583306,1380.333
Red,R6 (760),410,98,31.41026,1405.123,3.002286,927.386
Red,R7 (783),790,181,29.72086,1573.647,1.479253,556.4255
Red,R8 (812),311,74,31.22363,776.084,2.081076,285.4828


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-18.6,0.6740391,9.545
Blue,0,0.7844971,0.965
Red,19.925,0.7274522,72.948
UV,40.925,0.7296058,0
FSC Area Scaling Factor,0.8038323,Window Extension,3
Flow Rate,14.61
Temperature,21.12
