DailyQCReport_V0333_20250612_094240


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,576,26,4.727273,2090.742,2.605881,639.5965
Violet,SSC,175,5,2.941176,2001.519,4.257505,10543.07
Blue,SSC-B,157,-5,-3.08642,1994.991,3.4543,8752.84
UV,UV1 (373),841,117,16.16022,310.784,7.391118,55.3946
UV,UV2 (388),256,27,11.79039,2039.808,5.14373,502.4735
UV,UV3 (428),605,63,11.62362,1553.769,5.332324,1727.764
UV,UV4 (443),906,102,12.68657,1247.8,4.978376,2406.465
UV,UV5 (458),551,56,11.31313,1215.605,4.766794,3320.286
UV,UV6 (473),447,47,11.75,1546.174,4.702992,5012.88
UV,UV7 (514),585,70,13.59223,1723.846,4.7012,7497.866
UV,UV8 (542),453,49,12.12871,1044.108,4.60359,4477.408
UV,UV9 (582),603,62,11.46026,1359.894,4.634068,4213.184
UV,UV10 (613),332,28,9.210526,1238.575,4.678476,4545.072
UV,UV11 (664),419,46,12.33244,589.847,4.693544,2090.635
UV,UV12 (692),391,36,10.14085,495.86,4.609486,1149.935
UV,UV13 (720),513,37,7.773109,546.193,4.579927,1174.961
UV,UV14 (750),889,69,8.414635,656.294,4.607842,1632.387
UV,UV15 (780),670,50,8.064516,613.927,4.678384,878.1461
UV,UV16 (812),930,31,3.448276,865.384,5.426775,692.4858
Violet,V1 (428),333,2,0.6042296,600.942,2.172323,934.4734
Violet,V2 (443),399,10,2.570694,1277.652,1.974704,2124.403
Violet,V3 (458),295,9,3.146853,1382.003,1.84611,3077.17
Violet,V4 (473),210,6,2.941176,1238.41,1.78336,3415.009
Violet,V5 (508),247,3,1.229508,1065.083,1.754304,3172.162
Violet,V6 (525),212,4,1.923077,761.251,1.746855,2293.032
Violet,V7 (542),296,14,4.964539,903.559,1.729979,2198.935
Violet,V8 (581),449,21,4.906542,772.434,1.809679,1469.283
Violet,V9 (598),307,5,1.655629,780.77,2.156989,1024.67
Violet,V10 (615),344,3,0.8797654,1179.96,2.260041,953.4144
Violet,V11 (664),276,7,2.602231,519.368,1.96402,436.5131
Violet,V12 (692),247,9,3.781513,459.437,2.012232,246.6874
Violet,V13 (720),246,12,5.128205,523.193,1.908775,141.3809
Violet,V14 (750),317,14,4.620462,465.031,2.087492,124.8239
Violet,V15 (780),600,15,2.564103,499.5,2.026971,64.24845
Violet,V16 (812),343,-19,-5.248619,574.983,3.853759,26.89717
Blue,B1 (508),1045,-17,-1.600753,141.765,2.613291,368.4049
Blue,B2 (525),500,-10,-1.960784,177.982,2.354075,398.2793
Blue,B3 (542),487,-6,-1.217039,545.074,2.104508,1071.731
Blue,B4 (581),486,-4,-0.8163265,738.524,2.025795,1245.603
Blue,B5 (598),478,-3,-0.6237006,885.553,2.233383,1205.122
Blue,B6 (615),293,-3,-1.013513,933.964,2.260278,925.7437
Blue,B7 (661),555,8,1.462523,579.163,1.870027,646.9466
Blue,B8 (679),448,3,0.6741573,484.384,2.027668,566.992
Blue,B9 (697),691,-1,-0.1445087,608.907,1.877374,421.2057
Blue,B10 (717),506,-5,-0.9784735,419.27,2.136969,222.6733
Blue,B11 (738),292,0,0,277.745,2.014463,122.1153
Blue,B12 (760),418,0,0,277.49,2.002016,104.2248
Blue,B13 (783),711,-1,-0.1404494,255.779,2.323934,65.85295
Blue,B14 (812),672,-39,-5.485232,551.235,3.54741,69.70071
Red,R1 (661),167,15,9.868422,425.532,7.428566,1344.752
Red,R2 (679),245,8,3.375527,1096.317,2.818556,2888.256
Red,R3 (697),326,3,0.9287925,2055.511,1.564511,1957.94
Red,R4 (717),232,-4,-1.694915,1972.735,1.757051,1301.365
Red,R5 (738),188,-1,-0.5291005,1647.832,1.686502,979.6287
Red,R6 (760),266,-3,-1.115242,1445.727,2.25886,759.9146
Red,R7 (783),477,-5,-1.037344,1914.221,1.604223,564.8327
Red,R8 (812),225,-15,-6.25,2132.886,3.081302,219.3743


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-20.225,1.168419,9.974999
Blue,0,1.178974,1.1275
Red,19.85,1.107919,73.636
UV,39.65,0.9854742,0
FSC Area Scaling Factor,1.258022,Window Extension,3
Flow Rate,15.09
Temperature,24.75
