DailyQCReport_V0333_20241212_101129


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,550,0,0,2001.03,2.390195,651.0557
Violet,SSC,164,-4,-2.380952,1998.418,4.906365,10830.65
Blue,SSC-B,160,11,7.38255,1996.468,3.074852,7891.871
UV,UV1 (373),1018,30,3.036437,304.695,2.845809,49.54658
UV,UV2 (388),303,7,2.364865,2021.583,1.401652,437.8308
UV,UV3 (428),716,3,0.4207574,1538.436,1.448996,1532.647
UV,UV4 (443),1076,9,0.8434864,1246.164,1.632964,2160.113
UV,UV5 (458),660,3,0.456621,1229.9,1.477364,2937.64
UV,UV6 (473),526,4,0.7662835,1551.324,1.503155,4706.016
UV,UV7 (514),683,10,1.485884,1706.126,1.480075,6783.124
UV,UV8 (542),529,10,1.926782,1051.1,1.554794,4435.33
UV,UV9 (582),690,9,1.321586,1360.001,1.504703,3880.115
UV,UV10 (613),384,16,4.347826,1257.092,1.473439,4382.78
UV,UV11 (664),484,6,1.25523,589.955,1.400596,1974.234
UV,UV12 (692),451,17,3.917051,501.281,1.414225,1016.669
UV,UV13 (720),591,17,2.961673,548.246,1.458126,1118.615
UV,UV14 (750),1010,30,3.061224,653.565,1.599625,1406.313
UV,UV15 (780),762,30,4.098361,610.351,1.568477,780.4546
UV,UV16 (812),1092,104,10.52632,858.281,2.412039,645.2946
Violet,V1 (428),314,4,1.290323,602.239,1.83384,984.0336
Violet,V2 (443),373,-14,-3.617571,1266.165,1.566107,2163.932
Violet,V3 (458),272,-13,-4.561403,1388.734,1.501197,3390.885
Violet,V4 (473),195,-10,-4.878048,1241.139,1.487679,3341.395
Violet,V5 (508),221,-12,-5.150215,1066.103,1.544588,3294.919
Violet,V6 (525),195,2,1.036269,762.792,1.514861,2382.923
Violet,V7 (542),266,12,4.72441,896.832,1.479548,2319.876
Violet,V8 (581),430,51,13.45646,772.231,1.507348,1563.05
Violet,V9 (598),308,40,14.92537,778.801,1.454566,1044.847
Violet,V10 (615),345,39,12.7451,1167.408,1.502958,995.8175
Violet,V11 (664),259,-4,-1.520913,515.992,1.583683,402.1158
Violet,V12 (692),224,-14,-5.882353,460.791,1.648173,242.5938
Violet,V13 (720),218,-26,-10.65574,522.502,1.586673,142.0803
Violet,V14 (750),281,-44,-13.53846,462.856,1.527599,125.4748
Violet,V15 (780),530,-89,-14.37803,497.776,2.591232,69.15114
Violet,V16 (812),337,-14,-3.988604,574.034,2.701043,25.99607
Blue,B1 (508),1058,-12,-1.121495,145.379,2.388166,359.1596
Blue,B2 (525),497,-4,-0.7984032,179.349,1.963339,408.0359
Blue,B3 (542),485,-6,-1.221996,544.217,1.812747,1128.775
Blue,B4 (581),482,-4,-0.8230453,741.523,1.667416,1253.867
Blue,B5 (598),477,-1,-0.209205,879.829,2.012846,1222.52
Blue,B6 (615),295,3,1.027397,941.339,1.973251,919.3251
Blue,B7 (661),548,-11,-1.9678,569.079,1.85943,599.2529
Blue,B8 (679),453,-4,-0.8752735,489.311,2.148653,550.6369
Blue,B9 (697),708,6,0.8547009,612.852,2.116548,397.3502
Blue,B10 (717),506,1,0.1980198,416.257,2.391959,230.0119
Blue,B11 (738),301,1,0.3333333,278.546,2.362243,122.4526
Blue,B12 (760),420,-2,-0.4739337,275.249,2.569066,105.1053
Blue,B13 (783),710,11,1.573677,256.176,2.653757,70.32072
Blue,B14 (812),705,57,8.796296,549.8,3.257129,67.17787
Red,R1 (661),156,-18,-10.34483,422.543,2.003026,1389.181
Red,R2 (679),244,-13,-5.058366,1103.924,1.743925,2943.07
Red,R3 (697),324,-9,-2.702703,2062.187,1.363349,2152.901
Red,R4 (717),233,-5,-2.10084,2016.285,1.801907,1397.825
Red,R5 (738),186,-4,-2.105263,1646.746,1.616656,946.778
Red,R6 (760),265,-3,-1.119403,1447.966,2.271637,669.4697
Red,R7 (783),480,1,0.2087683,1926.738,1.669726,581.6696
Red,R8 (812),232,14,6.422018,2113.806,2.946296,223.4433


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-20.175,1.157875,9.915
Blue,0,1.17621,1.1075
Red,20.05,1.107923,73.832
UV,40.225,1.069548,0
FSC Area Scaling Factor,1.254974,Window Extension,3
Flow Rate,14.79
Temperature,24.62
