DailyQCReport_V0333_20260602_095603


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,479,25,5.506608,2004.329,1.185322,303.2766
Violet,SSC,118,-1,-0.8403362,1997.154,2.96736,11455.15
Blue,SSC-B,124,4,3.333333,1979.988,2.792151,12592.79
UV,UV1 (373),641,168,35.51797,219.093,4.252879,73.21065
UV,UV2 (388),387,97,33.44828,1302.094,3.957092,450.3502
UV,UV3 (428),304,75,32.75109,988.753,4.961043,1997.061
UV,UV4 (443),280,66,30.84112,866.819,4.940831,2364.798
UV,UV5 (458),362,86,31.15942,931.787,5.04997,3496.79
UV,UV6 (473),507,119,30.6701,1435.419,5.125066,5430.249
UV,UV7 (514),752,186,32.86219,1975.133,5.10058,9082.354
UV,UV8 (542),648,150,30.12048,1516.012,4.807409,3553.133
UV,UV9 (582),815,181,28.5489,2400.733,4.725977,5114.822
UV,UV10 (613),504,116,29.89691,1876.483,4.574834,5021.08
UV,UV11 (664),660,151,29.66601,844.295,4.692162,2655.969
UV,UV12 (692),564,127,29.06178,640.468,4.734119,1520.473
UV,UV13 (720),764,169,28.40336,674.997,4.725623,1305.253
UV,UV14 (750),1487,314,26.76897,783.094,4.750209,1768.591
UV,UV15 (780),1157,245,26.86403,615.946,4.889132,1002.445
UV,UV16 (812),1589,321,25.31546,410.204,4.817321,790.1603
Violet,V1 (428),196,-2,-1.010101,793.779,0.8445887,909.3494
Violet,V2 (443),244,0,0,1867.811,0.6486378,2237.597
Violet,V3 (458),192,-1,-0.5181347,2160.6,0.7212193,3383.426
Violet,V4 (473),143,0,0,2200.943,0.7351907,3755.533
Violet,V5 (508),172,-4,-2.272727,2041.822,0.6434374,3285.164
Violet,V6 (525),153,-3,-1.923077,1537.886,0.6100942,2320.796
Violet,V7 (542),200,-8,-3.846154,2004.156,0.6194842,2385.378
Violet,V8 (581),314,-5,-1.567398,2368.133,0.6202554,1384.995
Violet,V9 (598),216,2,0.9345794,2282.445,0.6299811,1096.847
Violet,V10 (615),247,3,1.229508,3310.669,0.5928469,914.4073
Violet,V11 (664),192,-6,-3.030303,1324.852,0.7034367,479.8391
Violet,V12 (692),170,-6,-3.409091,1005.08,0.6985186,223.9778
Violet,V13 (720),169,-9,-5.05618,1108.354,0.9440869,146.0301
Violet,V14 (750),221,-13,-5.555556,928.662,1.419403,122.6531
Violet,V15 (780),451,-25,-5.252101,815.39,1.853245,79.89067
Violet,V16 (812),247,-8,-3.137255,350.392,1.497497,26.99884
Blue,B1 (508),1132,-2,-0.1763668,223.329,1.888234,375.8252
Blue,B2 (525),510,-5,-0.9708738,273.15,1.483899,465.2802
Blue,B3 (542),428,-3,-0.6960557,1060.304,1.275874,1163.064
Blue,B4 (581),405,-7,-1.699029,1637.435,1.344639,1461.784
Blue,B5 (598),399,-4,-0.9925558,1843.666,1.186413,1164.229
Blue,B6 (615),244,-1,-0.4081632,1901.921,1.340774,1265.852
Blue,B7 (661),466,-3,-0.6396589,1138.382,1.214525,745.0511
Blue,B8 (679),365,-8,-2.144772,917.511,1.359183,604.5946
Blue,B9 (697),574,-6,-1.034483,1141.512,1.580309,443.5755
Blue,B10 (717),416,-3,-0.7159905,776.207,1.566324,238.9408
Blue,B11 (738),245,-4,-1.606426,505.809,1.639981,131.6468
Blue,B12 (760),344,-7,-1.994302,490.182,2.292073,108.3742
Blue,B13 (783),611,-14,-2.24,388.041,1.733959,71.18625
Blue,B14 (812),545,-8,-1.446655,386.421,1.765499,76.06379
Red,R1 (661),151,-1,-0.6578947,394.562,1.642492,1408.925
Red,R2 (679),238,-2,-0.8333334,1073.908,1.709234,3031.7
Red,R3 (697),321,-2,-0.619195,2028.602,1.583641,2507.942
Red,R4 (717),233,0,0,1915.997,1.55976,1300.441
Red,R5 (738),193,1,0.5208334,1617.155,1.578427,1078.081
Red,R6 (760),277,4,1.465201,1406.424,2.345942,773.4399
Red,R7 (783),510,-8,-1.544402,1577.608,1.628989,582.9373
Red,R8 (812),220,1,0.456621,774.516,2.342409,239.2114


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-20.15,1.179607,64.505
Blue,0,1.138735,82.42751
Red,19.875,1.073679,72.56
UV,39.6,0.7898737,0
FSC Area Scaling Factor,1.221581,Window Extension,3
Flow Rate,10.5
Temperature,20.12
