DailyQCReport_V0333_20250527_102521


Configuration Name,4-Laser-V16-B14-R8-UV16
Serial Number,V0333
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,550,0,0,2039.66,2.469688,447.0811
Violet,SSC,172,2,1.176471,1994.379,4.081591,9746.014
Blue,SSC-B,162,0,0,2003.051,3.569912,6795.419
UV,UV1 (373),749,25,3.453039,302.354,5.295848,54.47296
UV,UV2 (388),237,8,3.49345,2035.584,3.247934,471.1849
UV,UV3 (428),554,12,2.214022,1549.826,3.507072,1436.488
UV,UV4 (443),838,34,4.228856,1245.694,3.048228,2441.161
UV,UV5 (458),512,17,3.434343,1217.131,2.926686,3395.653
UV,UV6 (473),414,14,3.5,1541.196,2.907223,4842.804
UV,UV7 (514),534,19,3.68932,1697.815,2.896049,6745.981
UV,UV8 (542),414,10,2.475248,1037.329,2.767787,4216.875
UV,UV9 (582),557,16,2.957486,1375.487,2.846513,4318.82
UV,UV10 (613),311,7,2.302632,1248.352,2.773677,4614.547
UV,UV11 (664),381,8,2.144772,592.278,2.890845,1896.238
UV,UV12 (692),362,7,1.971831,498.778,2.887118,1022.081
UV,UV13 (720),484,8,1.680672,547.118,2.810657,1148.507
UV,UV14 (750),831,11,1.341463,653.167,2.924949,1474.495
UV,UV15 (780),633,13,2.096774,609.92,2.943154,847.8644
UV,UV16 (812),938,39,4.338153,857.004,3.539731,688.8101
Violet,V1 (428),335,4,1.208459,602.808,2.01492,937.6995
Violet,V2 (443),388,-1,-0.2570694,1273.824,1.850835,2105.822
Violet,V3 (458),288,2,0.6993007,1390.279,1.645953,2922.423
Violet,V4 (473),205,1,0.4901961,1227.431,1.537069,3187.387
Violet,V5 (508),249,5,2.04918,1074.847,1.490369,3154.534
Violet,V6 (525),211,3,1.442308,772.497,1.492139,2357.265
Violet,V7 (542),284,2,0.7092198,904.908,1.489416,2313.341
Violet,V8 (581),434,6,1.401869,763.129,1.585583,1342.966
Violet,V9 (598),311,9,2.980132,780.154,1.560517,932.8892
Violet,V10 (615),354,13,3.812317,1183.847,1.551231,878.2287
Violet,V11 (664),265,-4,-1.486989,517.138,1.68441,392.5753
Violet,V12 (692),232,-6,-2.521008,459.584,1.709501,227.9376
Violet,V13 (720),228,-6,-2.564103,522.722,1.631136,135.9452
Violet,V14 (750),302,-1,-0.330033,463.732,1.771606,126.0611
Violet,V15 (780),590,5,0.8547009,499.272,1.783273,64.29716
Violet,V16 (812),398,36,9.944751,580.584,2.560573,24.30557
Blue,B1 (508),1043,-19,-1.789077,142.226,2.690102,313.1487
Blue,B2 (525),506,-4,-0.7843138,180.2,2.459008,368.4244
Blue,B3 (542),491,-2,-0.4056795,544.14,2.235751,953.0283
Blue,B4 (581),493,3,0.6122449,746.375,2.210397,1121.139
Blue,B5 (598),483,2,0.4158004,875.6,2.252239,1091.735
Blue,B6 (615),298,2,0.6756757,942.313,2.164636,868.3155
Blue,B7 (661),549,2,0.3656307,577.051,1.987356,635.5251
Blue,B8 (679),441,-4,-0.8988764,485.539,2.176401,522.887
Blue,B9 (697),692,0,0,612.156,1.936136,373.3665
Blue,B10 (717),507,-4,-0.7827789,427.912,2.203243,223.748
Blue,B11 (738),292,0,0,278.773,2.113652,119.6552
Blue,B12 (760),416,-2,-0.4784689,276.604,2.034683,95.36211
Blue,B13 (783),721,9,1.264045,256.54,2.268836,73.28819
Blue,B14 (812),741,30,4.219409,555.224,2.232093,66.65593
Red,R1 (661),144,-8,-5.263158,420.9,1.898281,1392.93
Red,R2 (679),229,-8,-3.375527,1090.342,1.877086,3021.92
Red,R3 (697),318,-5,-1.547988,2063.53,1.4261,1958.824
Red,R4 (717),230,-6,-2.542373,2013.232,1.703716,1317.057
Red,R5 (738),185,-4,-2.116402,1655.86,1.541687,1040.633
Red,R6 (760),263,-6,-2.230483,1453.046,2.176158,749.9565
Red,R7 (783),479,-3,-0.6224067,1921.02,1.602262,535.8847
Red,R8 (812),248,8,3.333333,2120.343,2.3373,221.5228


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-20.325,1.171878,10.035
Blue,0,1.175966,1.1275
Red,19.825,1.107435,73.636
UV,39.525,0.9965345,0
FSC Area Scaling Factor,1.256473,Window Extension,3
Flow Rate,13.43
Temperature,25.5
