DailyQCReport_R0026_20241101_094822


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2005
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,508,0,0,2028.891,1.393178,1678.107
Violet,SSC,648,117,22.0339,2013.08,3.404984,9118.479
Blue,SSC-B,151,-1,-0.6578947,2017.919,4.161387,12717.97
Violet,V1 (428),457,78,20.58047,469.385,2.555244,795.2202
Violet,V2 (443),504,85,20.2864,1064.207,2.680456,1746.802
Violet,V3 (458),661,110,19.9637,1217.038,2.803388,2305.253
Violet,V4 (473),422,73,20.91691,1195.805,3.000312,3014.271
Violet,V5 (508),563,84,17.53654,1116.739,2.979328,2895.006
Violet,V6 (525),501,90,21.89781,826.146,2.993045,1939.566
Violet,V7 (542),668,118,21.45455,952.636,2.989278,2132.933
Violet,V8 (581),1109,184,19.89189,1011.86,3.096769,1129.964
Violet,V9 (598),895,148,19.81258,1238.71,2.896644,991.2766
Violet,V10 (615),671,103,18.1338,2132.81,2.930344,951.2621
Violet,V11 (664),573,86,17.65914,1009.263,2.675192,428.3182
Violet,V12 (692),537,88,19.59911,504.699,2.593491,214.2724
Violet,V13 (720),546,89,19.47484,498.635,2.469585,141.3007
Violet,V14 (750),849,128,17.75312,1246.231,2.279207,109.4433
Violet,V15 (780),923,145,18.63753,1803.466,2.195072,69.79382
Violet,V16 (812),702,107,17.98319,1366.801,2.471731,29.18019
Blue,B1 (508),643,-26,-3.886398,142.83,1.388165,394.4791
Blue,B2 (525),363,-7,-1.891892,132.42,1.169638,424.4435
Blue,B3 (542),391,-5,-1.262626,279.75,1.023096,1211.747
Blue,B4 (581),380,-9,-2.313625,484.006,1.118033,1371.967
Blue,B5 (598),317,-8,-2.461539,693.422,1.123266,1426.646
Blue,B6 (615),232,-8,-3.333333,886.864,1.255408,1229.797
Blue,B7 (661),439,-14,-3.090508,631.197,1.225623,699.4092
Blue,B8 (679),382,-8,-2.051282,464.034,1.172896,492.492
Blue,B9 (697),519,-4,-0.7648184,393.028,1.200762,448.0202
Blue,B10 (717),397,-8,-1.975309,252.133,1.168902,218.5376
Blue,B11 (738),283,-10,-3.412969,343.652,1.088089,148.3989
Blue,B12 (760),409,-16,-3.764706,583.385,1.13488,126.5457
Blue,B13 (783),484,-6,-1.22449,622.007,1.428802,83.61671
Blue,B14 (812),521,-18,-3.339518,1007.881,1.793771,78.40881
Red,R1 (661),291,6,2.105263,382.494,1.351419,1477.944
Red,R2 (679),353,1,0.2840909,527.074,1.276203,2890.037
Red,R3 (697),437,5,1.157407,417.857,1.519723,2144.385
Red,R4 (717),401,2,0.5012531,355.82,1.721717,1319.514
Red,R5 (738),397,1,0.2525252,653.964,1.914602,1194.571
Red,R6 (760),442,-4,-0.896861,942.935,2.321047,772.6327
Red,R7 (783),1057,-70,-6.21118,1273.361,2.703202,571.3224
Red,R8 (812),439,-3,-0.6787331,938.309,2.968368,252.9498


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-27.05,1.243366,0
Blue,0,1.160441,0
Red,27.3,1.017439,0
FSC Area Scaling Factor,1.163728,Window Extension,2
Flow Rate,17.63
Temperature,24.12
