DailyQCReport_R0026_20260526_092315


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,504,-1,-0.1980198,1999.758,1.851868,1668.929
Violet,SSC,292,-3,-1.016949,1944.556,2.6716,14179.62
Blue,SSC-B,133,1,0.7575758,1959.704,2.825207,13445.87
Violet,V1 (428),329,-3,-0.9036144,786.4965,1.030542,953.5995
Violet,V2 (443),350,-3,-0.8498584,1841.844,0.9618015,2105.5
Violet,V3 (458),431,-7,-1.598174,2111.783,0.9810741,3016.327
Violet,V4 (473),263,-2,-0.754717,2146.235,1.025674,3652.845
Violet,V5 (508),340,-5,-1.449275,2017.25,0.9763572,4080.099
Violet,V6 (525),297,-3,-1,1483.058,0.9925736,2501.63
Violet,V7 (542),396,-10,-2.463054,1990.837,1.011307,2830.049
Violet,V8 (581),675,-16,-2.315485,2330.76,1.168228,1676.553
Violet,V9 (598),548,-6,-1.083032,2257.65,1.154735,1213.37
Violet,V10 (615),428,-5,-1.154734,3251.568,1.137714,1153.453
Violet,V11 (664),352,-3,-0.8450705,1300.781,1.098837,510.611
Violet,V12 (692),304,-2,-0.6535948,1010.161,1.145517,269.6479
Violet,V13 (720),307,-5,-1.602564,1079.359,1.180209,162.7649
Violet,V14 (750),474,-10,-2.066116,919.539,1.222434,127.6996
Violet,V15 (780),544,-8,-1.449275,806.3245,1.179236,87.06762
Violet,V16 (812),438,-11,-2.449888,356.6075,1.444551,34.31898
Blue,B1 (508),658,19,2.973396,221.4955,2.108345,410.4612
Blue,B2 (525),385,7,1.851852,270.644,2.028767,450.5187
Blue,B3 (542),410,11,2.756892,1045.937,1.922065,1203.509
Blue,B4 (581),390,8,2.094241,1625.984,1.843365,1398.303
Blue,B5 (598),323,7,2.21519,1801.237,1.792369,1450.179
Blue,B6 (615),234,4,1.73913,1874.575,1.867165,1271.803
Blue,B7 (661),427,3,0.7075472,1097.481,1.857865,663.8035
Blue,B8 (679),369,5,1.373626,904.465,1.920141,489.6143
Blue,B9 (697),482,-1,-0.2070393,1110.358,1.977677,460.6544
Blue,B10 (717),365,1,0.2747253,764.3005,2.001392,242.1898
Blue,B11 (738),283,0,0,498.045,2.262343,138.9616
Blue,B12 (760),396,-3,-0.7518797,482.364,2.16695,125.0888
Blue,B13 (783),472,-6,-1.25523,380.725,2.489828,84.1012
Blue,B14 (812),506,-4,-0.7843138,380.178,2.601182,81.01568
Red,R1 (661),254,1,0.3952569,378.205,1.676047,1355.919
Red,R2 (679),310,-2,-0.6410257,1054.594,1.412663,2924.011
Red,R3 (697),391,-3,-0.7614213,1988.126,1.393557,2092.327
Red,R4 (717),377,1,0.2659574,1919.749,1.259358,1355.294
Red,R5 (738),378,-4,-1.04712,1590.803,1.367949,1222.565
Red,R6 (760),390,0,0,1378.385,1.511645,839.6811
Red,R7 (783),862,16,1.891253,1548.51,2.10044,617.4039
Red,R8 (812),425,-6,-1.392111,767.0415,1.63054,262.9482


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-27,1.039042,0
Blue,0,1.099297,0
Red,27.375,0.9798968,0
FSC Area Scaling Factor,1.110018,Window Extension,2
Flow Rate,12.41
Temperature,21.25
