DailyQCReport_R0026_20251223_093228


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,436,8,1.869159,2108.52,2.014059,2545.812
Violet,SSC,405,-26,-6.032483,2006.408,6.400414,13186.26
Blue,SSC-B,122,-15,-10.9489,2010.893,4.552283,13804.5
Violet,V1 (428),373,-9,-2.356021,603.558,2.113145,879.4349
Violet,V2 (443),390,-6,-1.515152,1277.419,2.062598,1891.515
Violet,V3 (458),483,-14,-2.816901,1383.949,2.473265,3084.929
Violet,V4 (473),295,-5,-1.666667,1248.517,2.764004,3886.508
Violet,V5 (508),382,-8,-2.051282,1083.127,2.845212,3848.888
Violet,V6 (525),335,-4,-1.179941,774.167,2.980159,2708.478
Violet,V7 (542),451,-7,-1.528384,906.824,3.078357,3026.766
Violet,V8 (581),778,-21,-2.628285,761.064,3.573925,1601.299
Violet,V9 (598),637,-10,-1.545595,788.748,3.461504,1255.659
Violet,V10 (615),492,-12,-2.380952,1185.239,3.530612,1111.864
Violet,V11 (664),381,-22,-5.459057,523.159,3.588154,481.5532
Violet,V12 (692),326,-20,-5.780347,456.85,3.286862,261.9246
Violet,V13 (720),335,-18,-5.09915,525.216,2.981382,159.8284
Violet,V14 (750),529,-21,-3.818182,469.195,2.86887,133.7998
Violet,V15 (780),613,-28,-4.368175,501.792,2.6775,81.9804
Violet,V16 (812),537,-2,-0.3710575,573.448,3.082377,33.97455
Blue,B1 (508),608,-42,-6.461538,144.346,2.244824,372.8009
Blue,B2 (525),356,-23,-6.068602,180.653,1.827899,412.9794
Blue,B3 (542),367,-27,-6.852792,549.053,1.863768,1068.041
Blue,B4 (581),352,-32,-8.333334,743.499,1.828618,1261.867
Blue,B5 (598),295,-26,-8.099689,877.298,2.112809,1410.314
Blue,B6 (615),214,-19,-8.154507,929.92,2.166202,1175.976
Blue,B7 (661),388,-39,-9.13349,579.513,1.968978,675.4191
Blue,B8 (679),325,-40,-10.9589,481.766,2.220775,491.9352
Blue,B9 (697),439,-49,-10.04098,609.659,2.059242,429.676
Blue,B10 (717),327,-39,-10.65574,416.4,2.061651,223.4562
Blue,B11 (738),254,-26,-9.285714,277.048,2.016191,138.974
Blue,B12 (760),357,-36,-9.160306,275.327,1.834565,108.3969
Blue,B13 (783),426,-41,-8.779443,255.542,1.866688,77.25988
Blue,B14 (812),505,-30,-5.607476,552.171,1.991242,70.16955
Red,R1 (661),229,-9,-3.781513,417.377,1.640175,1586.182
Red,R2 (679),281,-14,-4.745763,1090.9,1.862399,2945.556
Red,R3 (697),372,2,0.5405406,2048.073,1.58585,2247.916
Red,R4 (717),355,4,1.139601,1984.625,1.633917,1359.74
Red,R5 (738),354,3,0.8547009,1641.828,1.757691,1298.796
Red,R6 (760),362,-3,-0.8219178,1448.14,1.912143,936.4205
Red,R7 (783),749,-62,-7.644883,1910.418,2.140155,668.4261
Red,R8 (812),433,29,7.178218,2128.936,2.661259,265.201


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-27.725,1.047333,0
Blue,0,1.189315,0
Red,27.35,0.9666718,0
FSC Area Scaling Factor,1.203824,Window Extension,2
Flow Rate,16.97
Temperature,20.75
