DailyQCReport_R0026_20251212_092053


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,407,-21,-4.906542,1990.858,1.813383,594.3458
Violet,SSC,426,-5,-1.160093,1996.979,5.089639,13315.16
Blue,SSC-B,122,-15,-10.9489,2003.972,4.594323,12990.08
Violet,V1 (428),379,-3,-0.7853402,598.15,1.889354,854.1788
Violet,V2 (443),399,3,0.7575758,1279.381,1.693991,2364.202
Violet,V3 (458),498,1,0.2012072,1390.032,1.830967,3091.232
Violet,V4 (473),299,-1,-0.3333333,1231.687,1.986403,3884.641
Violet,V5 (508),387,-3,-0.7692308,1068.181,1.986917,4053.283
Violet,V6 (525),341,2,0.5899705,761.8135,2.044006,2723.081
Violet,V7 (542),456,-2,-0.4366812,893.483,2.102369,2967.808
Violet,V8 (581),797,-2,-0.2503129,771.3675,2.420491,1741.746
Violet,V9 (598),634,-13,-2.009274,776.0245,2.244354,1235.787
Violet,V10 (615),497,-7,-1.388889,1169.109,2.304083,1169.334
Violet,V11 (664),392,-11,-2.729529,522.304,2.582123,493.8553
Violet,V12 (692),334,-12,-3.468208,460.7355,2.523341,283.2697
Violet,V13 (720),341,-12,-3.399434,523.802,2.227916,180.405
Violet,V14 (750),539,-11,-2,467.71,2.283513,136.0889
Violet,V15 (780),622,-19,-2.964118,496.981,2.121046,87.23104
Violet,V16 (812),552,13,2.411874,575.285,2.801194,36.09634
Blue,B1 (508),607,-43,-6.615385,144.685,2.416917,369.4818
Blue,B2 (525),354,-25,-6.596306,179.1265,2.124382,425.1912
Blue,B3 (542),365,-29,-7.360406,543.3705,2.228365,1016.421
Blue,B4 (581),349,-35,-9.114584,738.9135,2.207261,1301.196
Blue,B5 (598),291,-30,-9.345795,882.8625,2.450361,1314.656
Blue,B6 (615),212,-21,-9.012876,929.9955,2.561662,1146.934
Blue,B7 (661),385,-42,-9.836065,573.8105,2.394224,662.366
Blue,B8 (679),323,-42,-11.50685,485.9855,2.560093,468.2528
Blue,B9 (697),431,-57,-11.68033,599.306,2.485104,422.6848
Blue,B10 (717),327,-39,-10.65574,420.2275,2.33324,220.5908
Blue,B11 (738),254,-26,-9.285714,278.3635,2.220554,135.4261
Blue,B12 (760),355,-38,-9.669211,275.8835,2.011516,107.7116
Blue,B13 (783),425,-42,-8.993576,256.082,2.017689,75.73384
Blue,B14 (812),503,-32,-5.981308,549.6465,2.92351,75.88706
Red,R1 (661),263,25,10.5042,420.2675,2.500285,1593.518
Red,R2 (679),305,10,3.389831,1110.955,2.508722,3277.751
Red,R3 (697),398,28,7.567567,2089.94,2.111704,2551.798
Red,R4 (717),377,26,7.407407,1990.629,1.948606,1549.672
Red,R5 (738),377,26,7.407407,1645.726,1.930815,1396.398
Red,R6 (760),387,22,6.027397,1456.996,2.006196,936.6371
Red,R7 (783),785,-26,-3.205919,1919.725,2.19834,701.1479
Red,R8 (812),460,56,13.86139,2128.125,3.401254,278.8115


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-27.675,1.028428,0
Blue,0,1.205622,0
Red,27.275,0.9011218,0
FSC Area Scaling Factor,1.222862,Window Extension,2
Flow Rate,17.71
Temperature,19.12
