DailyQCReport_R0026_20250114_103117


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,445,21,4.95283,2022.816,1.727211,1791.53
Violet,SSC,381,-8,-2.056555,2020.752,4.458952,12200.19
Blue,SSC-B,131,-2,-1.503759,2005.205,3.574884,13266.37
Violet,V1 (428),345,-4,-1.146132,602.498,2.24039,994.1699
Violet,V2 (443),358,-3,-0.8310249,1278.954,1.694778,2136.721
Violet,V3 (458),450,-4,-0.8810573,1381.526,1.630753,3153.397
Violet,V4 (473),275,4,1.476015,1243.64,1.653945,3432.519
Violet,V5 (508),354,0,0,1075.4,1.520366,3449.628
Violet,V6 (525),310,1,0.3236246,766.06,1.53879,2357.484
Violet,V7 (542),417,-2,-0.477327,899.501,1.493842,2597.271
Violet,V8 (581),736,-4,-0.5405406,777.142,1.64557,1472.38
Violet,V9 (598),609,10,1.669449,782.366,1.42766,1282.235
Violet,V10 (615),474,12,2.597403,1177.8,1.497011,1109.561
Violet,V11 (664),378,-6,-1.5625,520.181,1.620245,489.7997
Violet,V12 (692),330,-4,-1.197605,457.758,1.641089,257.3265
Violet,V13 (720),338,-4,-1.169591,528.221,1.588778,175.1528
Violet,V14 (750),531,-5,-0.9328358,466.686,1.764153,132.1129
Violet,V15 (780),608,-6,-0.9771987,503.565,1.931058,86.35591
Violet,V16 (812),530,22,4.330709,593.447,2.71583,36.40831
Blue,B1 (508),624,-20,-3.10559,143.949,2.060644,390.603
Blue,B2 (525),371,-4,-1.066667,179.644,1.702563,416.6515
Blue,B3 (542),389,-4,-1.017812,544.556,1.728882,1103.674
Blue,B4 (581),375,-2,-0.530504,739.032,1.693181,1338.566
Blue,B5 (598),317,0,0,879.536,2.0077,1366.038
Blue,B6 (615),230,1,0.4366812,934.741,2.040606,1224.758
Blue,B7 (661),419,-4,-0.9456265,576.106,1.815446,702.6532
Blue,B8 (679),363,-6,-1.626016,487.365,2.041787,473.8142
Blue,B9 (697),484,-9,-1.825558,599.508,1.962225,451.9063
Blue,B10 (717),366,-3,-0.8130081,422.608,1.907724,222.4193
Blue,B11 (738),283,-3,-1.048951,278.209,1.854357,147.451
Blue,B12 (760),400,-2,-0.4975124,277.455,1.679722,126.0225
Blue,B13 (783),473,2,0.4246285,256.486,1.669965,76.26131
Blue,B14 (812),557,25,4.699248,565.575,1.793626,85.4798
Red,R1 (661),224,-20,-8.196721,409.679,2.776582,1476.472
Red,R2 (679),292,-8,-2.666667,1089.216,2.982851,2959.22
Red,R3 (697),369,-9,-2.380952,2031.711,2.893062,2087.885
Red,R4 (717),345,-6,-1.709402,1956.41,3.163807,1333.279
Red,R5 (738),355,-9,-2.472528,1640.074,3.393265,1303.057
Red,R6 (760),364,-9,-2.412869,1440.565,3.63867,831.5237
Red,R7 (783),888,-68,-7.112971,1933.959,3.907337,645.4597
Red,R8 (812),417,13,3.217822,2164.512,4.325047,266.9011


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-27.55,1.035906,0
Blue,0,1.164644,0
Red,27.325,1.020739,0
FSC Area Scaling Factor,1.177454,Window Extension,2
Flow Rate,17.67
Temperature,24.62
