DailyQCReport_R0026_20250402_100651


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,445,21,4.95283,2060.462,2.160051,1841.315
Violet,SSC,374,-15,-3.856041,2000.441,4.079642,10519.11
Blue,SSC-B,128,-5,-3.759398,2025.325,4.257432,12622.75
Violet,V1 (428),338,-11,-3.151862,594.527,2.932892,935.5056
Violet,V2 (443),353,-8,-2.216066,1274.568,2.358788,2190.583
Violet,V3 (458),441,-13,-2.863436,1377.754,2.159959,3058.711
Violet,V4 (473),269,-2,-0.7380074,1236.44,2.117646,3658.183
Violet,V5 (508),345,-9,-2.542373,1066.709,1.918785,3605.796
Violet,V6 (525),304,-5,-1.618123,761.984,1.936646,2388.63
Violet,V7 (542),403,-16,-3.818616,897.663,1.827768,2780.207
Violet,V8 (581),718,-22,-2.972973,765.619,1.806768,1472.417
Violet,V9 (598),597,-2,-0.3338898,781.713,1.55969,1296.21
Violet,V10 (615),468,6,1.298701,1178.627,1.615237,1144.651
Violet,V11 (664),356,-28,-7.291667,519.874,1.913749,524.6469
Violet,V12 (692),316,-18,-5.389221,462.087,1.930214,262.8866
Violet,V13 (720),322,-20,-5.847953,523.339,1.86354,174.4906
Violet,V14 (750),506,-30,-5.597015,469.409,2.045884,133.3766
Violet,V15 (780),593,-21,-3.420195,503.436,2.3678,89.18626
Violet,V16 (812),595,87,17.12598,583.059,3.314075,34.58938
Blue,B1 (508),618,-26,-4.037267,143.816,2.063805,387.8178
Blue,B2 (525),360,-15,-4,179.293,1.608713,388.3019
Blue,B3 (542),378,-15,-3.816794,545.17,1.599783,1119.133
Blue,B4 (581),368,-9,-2.387268,748.969,1.515556,1396.181
Blue,B5 (598),308,-9,-2.839117,875.446,1.8553,1349.059
Blue,B6 (615),225,-4,-1.746725,935.444,1.891078,1234.047
Blue,B7 (661),400,-23,-5.437352,574.776,1.666515,680.0532
Blue,B8 (679),341,-28,-7.588076,488.484,1.904719,475.6559
Blue,B9 (697),462,-31,-6.288032,605.094,1.804887,426.7593
Blue,B10 (717),347,-22,-5.962059,418.379,1.876955,215.9189
Blue,B11 (738),270,-16,-5.594406,278.423,1.872776,147.8023
Blue,B12 (760),382,-20,-4.975124,276.276,1.712251,126.7231
Blue,B13 (783),458,-13,-2.760085,253.744,1.976461,80.08861
Blue,B14 (812),611,79,14.84962,555.181,3.108925,78.53606
Red,R1 (661),201,-43,-17.62295,417.794,2.685454,1491.272
Red,R2 (679),261,-39,-13,1086.295,2.97179,2945.661
Red,R3 (697),356,-22,-5.820106,2052.339,2.77807,2147.232
Red,R4 (717),340,-11,-3.133903,1974.441,3.018474,1355.751
Red,R5 (738),345,-19,-5.21978,1647.277,3.311954,1115.997
Red,R6 (760),355,-18,-4.825737,1444.991,3.576617,779.0807
Red,R7 (783),885,-71,-7.426778,1947.904,3.842535,621.0534
Red,R8 (812),492,88,21.78218,2157.154,4.659008,237.6888


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-27.35,1.03559,0
Blue,0,1.178538,0
Red,27.35,1.008841,0
FSC Area Scaling Factor,1.192134,Window Extension,2
Flow Rate,19.6
Temperature,24
