DailyQCReport_R0026_20251008_100548


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,456,11,2.47191,2008.595,2.010731,2175.019
Violet,SSC,475,82,20.86514,2056.176,3.886977,12756.01
Blue,SSC-B,142,5,3.649635,1999.76,3.4277,13713.62
Violet,V1 (428),402,47,13.23944,606.06,3.456213,913.187
Violet,V2 (443),416,49,13.3515,1277.64,2.94257,2384.971
Violet,V3 (458),518,61,13.34792,1399.879,2.386624,3069.273
Violet,V4 (473),313,35,12.58993,1258.139,2.101287,3958.126
Violet,V5 (508),407,48,13.37047,1073.441,1.715314,4113.228
Violet,V6 (525),354,40,12.73885,776.896,1.691086,2674.62
Violet,V7 (542),473,57,13.70192,896.421,1.564152,2810.896
Violet,V8 (581),838,111,15.26823,775.831,1.574048,1653.256
Violet,V9 (598),683,69,11.23779,783.4735,1.354025,1303.904
Violet,V10 (615),535,58,12.15933,1205.302,1.360097,1140.982
Violet,V11 (664),417,51,13.93443,527.765,1.713688,487.7647
Violet,V12 (692),362,41,12.77259,462.7385,1.906,260.6256
Violet,V13 (720),368,36,10.84337,527.857,1.963915,163.8621
Violet,V14 (750),574,56,10.81081,469.813,2.179225,137.6036
Violet,V15 (780),677,72,11.90083,507.5395,2.443144,88.90919
Violet,V16 (812),590,-17,-2.800659,588.104,3.042727,36.707
Blue,B1 (508),679,29,4.461538,145.5725,2.417036,425.4547
Blue,B2 (525),392,11,2.887139,180.177,2.086686,446.3107
Blue,B3 (542),407,15,3.826531,543.7835,2.114137,1166.403
Blue,B4 (581),398,14,3.645833,745.8375,1.952652,1379.803
Blue,B5 (598),330,8,2.484472,870.7225,2.237686,1432.537
Blue,B6 (615),239,3,1.271186,928.675,2.290088,1264.39
Blue,B7 (661),438,21,5.035971,572.202,2.150489,715.9442
Blue,B8 (679),373,11,3.038674,483.278,2.333113,490.9325
Blue,B9 (697),499,18,3.742204,604.0545,2.301181,474.5796
Blue,B10 (717),374,8,2.185792,421.084,2.171677,234.6368
Blue,B11 (738),289,6,2.120141,276.762,2.087791,144.9127
Blue,B12 (760),407,5,1.243781,275.232,1.890759,117.4188
Blue,B13 (783),482,2,0.4166667,256.2985,1.918431,85.34203
Blue,B14 (812),568,-65,-10.26856,549.5205,1.872334,79.67539
Red,R1 (661),243,42,20.89552,433.172,1.797445,1557.984
Red,R2 (679),307,36,13.28413,1123.218,2.001262,3087.038
Red,R3 (697),390,29,8.033241,2112.62,1.710882,2202.719
Red,R4 (717),369,25,7.267442,2048.333,1.811014,1575.958
Red,R5 (738),371,15,4.213483,1697.239,1.991804,1276.774
Red,R6 (760),389,17,4.569892,1503.152,2.183888,901.3325
Red,R7 (783),860,-200,-18.86793,1951.417,2.427361,620.1427
Red,R8 (812),442,-52,-10.52632,2198.508,2.738629,270.1167


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-28.075,1.034415,0
Blue,0,1.102682,0
Red,27.5,0.9891534,0
FSC Area Scaling Factor,1.115678,Window Extension,2
Flow Rate,17.8
Temperature,22.12
