DailyQCReport_R0026_20241213_101601


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,424,0,0,2018.176,3.37762,2394.208
Violet,SSC,836,27,3.337454,2011.871,8.085613,9348.699
Blue,SSC-B,121,-2,-1.626016,2002.177,3.078573,13142.77
Violet,V1 (428),510,7,1.39165,599.4165,4.982527,822.1207
Violet,V2 (443),571,5,0.8833922,1258.818,5.342388,1647.944
Violet,V3 (458),785,35,4.666667,1390.329,5.313805,2181.911
Violet,V4 (473),508,10,2.008032,1238.143,5.280492,3020.939
Violet,V5 (508),693,19,2.818991,1076.594,5.423265,2823.578
Violet,V6 (525),611,18,3.035413,769.259,5.366511,1895.703
Violet,V7 (542),814,21,2.648171,896.276,5.324473,2142.8
Violet,V8 (581),1384,19,1.391941,762.35,5.135572,1154.482
Violet,V9 (598),1144,51,4.666057,793.6505,5.337741,972.0846
Violet,V10 (615),860,28,3.365385,1170.579,5.087859,924.9393
Violet,V11 (664),669,37,5.85443,531.125,5.070455,442.944
Violet,V12 (692),577,21,3.776978,458.322,4.804451,220.0683
Violet,V13 (720),584,3,0.5163511,523.0385,4.612975,138.9146
Violet,V14 (750),905,10,1.117318,462.568,4.636155,102.4181
Violet,V15 (780),1066,-22,-2.022059,491.9955,4.546519,70.46819
Violet,V16 (812),1066,-117,-9.89011,546.4965,6.906125,26.27104
Blue,B1 (508),608,2,0.330033,142.822,2.039065,375.964
Blue,B2 (525),361,4,1.120448,180.5485,1.591617,423.6049
Blue,B3 (542),376,4,1.075269,550.1625,1.531047,1126.796
Blue,B4 (581),362,7,1.971831,743.4315,1.386654,1390.927
Blue,B5 (598),305,6,2.006689,882.0785,1.577968,1301.913
Blue,B6 (615),223,5,2.293578,942.698,1.509639,1243.426
Blue,B7 (661),399,6,1.526718,577.782,1.492833,696.0276
Blue,B8 (679),346,12,3.592814,494.883,1.663425,468.1776
Blue,B9 (697),464,0,0,601.845,1.498103,471.3405
Blue,B10 (717),352,0,0,421.991,1.770596,219.4012
Blue,B11 (738),270,-4,-1.459854,276.116,1.97253,139.7196
Blue,B12 (760),383,-6,-1.542416,274.442,1.950028,114.9893
Blue,B13 (783),463,-15,-3.138075,251.675,2.416503,78.5232
Blue,B14 (812),610,-74,-10.81871,515.51,4.603376,71.87374
Red,R1 (661),223,6,2.764977,428.2105,2.177992,1533.408
Red,R2 (679),293,12,4.270463,1124.078,2.289935,2866.235
Red,R3 (697),383,0,0,2068.664,1.862616,2094.089
Red,R4 (717),365,-10,-2.666667,1956.53,2.155646,1346.449
Red,R5 (738),372,-8,-2.105263,1638.64,2.321693,1103.534
Red,R6 (760),384,-8,-2.040816,1444.664,2.523424,686.7123
Red,R7 (783),968,-60,-5.836576,1877.4,3.044333,546.2874
Red,R8 (812),525,-78,-12.93532,1976.197,5.7647,207.8557


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-26.975,1.245917,0
Blue,0,1.186174,0
Red,27.225,1.008702,0
FSC Area Scaling Factor,1.210194,Window Extension,2
Flow Rate,15.91
Temperature,24.75
