DailyQCReport_R0026_20260424_091443


Configuration Name,3-Laser-V16-B14-R8
Serial Number,R0026
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,473,-32,-6.336634,1973.586,1.726426,1521.457
Violet,SSC,280,-15,-5.084745,2015.867,3.173816,12719.16
Blue,SSC-B,127,-5,-3.787879,2002.882,3.010899,11265.39
Violet,V1 (428),321,-11,-3.313253,799.935,0.8924562,933.741
Violet,V2 (443),342,-11,-3.116147,1890.855,0.9816653,2330.581
Violet,V3 (458),423,-15,-3.424658,2185.069,1.07008,3083.097
Violet,V4 (473),259,-6,-2.264151,2208.89,1.185277,3770.445
Violet,V5 (508),336,-9,-2.608696,2069.833,1.18031,3879.015
Violet,V6 (525),293,-7,-2.333333,1538.087,1.232751,2589.792
Violet,V7 (542),388,-18,-4.433497,2038.992,1.406778,3009.111
Violet,V8 (581),664,-27,-3.907381,2403.985,1.798234,1693.618
Violet,V9 (598),534,-20,-3.610108,2311.174,1.810836,1253.745
Violet,V10 (615),410,-23,-5.311778,3283.747,1.847648,1158.643
Violet,V11 (664),344,-11,-3.098592,1339.086,1.830227,474.4352
Violet,V12 (692),291,-15,-4.901961,1023.626,1.760069,274.2764
Violet,V13 (720),298,-14,-4.48718,1099.367,1.648468,163.4993
Violet,V14 (750),459,-25,-5.165289,934.032,1.526981,134.9788
Violet,V15 (780),524,-28,-5.072464,816.853,1.343356,86.35288
Violet,V16 (812),425,-24,-5.345212,362.271,1.424145,34.3801
Blue,B1 (508),627,-12,-1.877934,225.363,1.873459,380.7398
Blue,B2 (525),367,-11,-2.910053,275.841,1.762103,436.0995
Blue,B3 (542),387,-12,-3.007519,1051.464,1.650306,1120.361
Blue,B4 (581),374,-8,-2.094241,1650.337,1.574489,1329.789
Blue,B5 (598),304,-12,-3.797468,1816.213,1.58751,1415.633
Blue,B6 (615),224,-6,-2.608696,1883.008,1.670867,1240.432
Blue,B7 (661),411,-13,-3.066038,1126.661,1.630024,694.7324
Blue,B8 (679),350,-14,-3.846154,918.901,1.693449,467.5376
Blue,B9 (697),463,-20,-4.140787,1122,1.748286,450.8365
Blue,B10 (717),348,-16,-4.395605,767.78,1.731624,226.7835
Blue,B11 (738),270,-13,-4.593639,503.624,1.911685,142.1911
Blue,B12 (760),380,-19,-4.761905,487.083,1.797656,113.7599
Blue,B13 (783),455,-23,-4.811715,384.127,2.058863,81.70446
Blue,B14 (812),484,-26,-5.098039,384.45,2.113593,75.45373
Red,R1 (661),261,8,3.162055,409.577,1.47097,1474.208
Red,R2 (679),312,0,0,1120.68,1.338778,3033.35
Red,R3 (697),390,-4,-1.015228,2063.074,1.311976,2152.289
Red,R4 (717),375,-1,-0.2659574,1955.364,1.161675,1375.551
Red,R5 (738),379,-3,-0.7853402,1659.08,1.28523,1223.981
Red,R6 (760),392,2,0.5128205,1446.875,1.390986,918.1204
Red,R7 (783),847,1,0.1182033,1619.005,1.966647,650.2286
Red,R8 (812),426,-5,-1.160093,797.166,1.53071,265.7687


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
Violet,-27.025,1.045043,0
Blue,0,1.134467,0
Red,27.475,0.9813869,0
FSC Area Scaling Factor,1.146178,Window Extension,2
Flow Rate,10.8
Temperature,21
