DailyQCReport_U1368_20230828_095033


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U1368
Bead Lot ID,2005
Software,SpectroFlo 3.1.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,619,63,11.33094,1959.117,1.811035,602.6409
Violet,SSC,175,24,15.89404,2008.152,1.932009,12822.66
Blue,SSC-B,255,98,62.42038,1942.048,3.446769,14626.76
UV,UV1 (373),1021,211,26.04938,112.627,7.251769,53.25843
UV,UV2 (388),264,50,23.36449,735.92,5.261916,431.4394
UV,UV3 (428),199,38,23.60248,652.084,4.634617,1429.401
UV,UV4 (443),147,27,22.5,589.742,4.519942,1836.73
UV,UV5 (458),187,39,26.35135,643.447,4.371216,2385.74
UV,UV6 (473),227,40,21.39037,986.464,4.420719,4126.439
UV,UV7 (514),359,56,18.48185,1393.941,4.400202,6101.081
UV,UV8 (542),290,53,22.36287,845.649,4.510138,3523.641
UV,UV9 (582),354,57,19.19192,1338.657,4.515924,3275.797
UV,UV10 (613),237,32,15.60976,1578.449,4.577408,3720.546
UV,UV11 (664),302,31,11.43911,849.503,4.641527,1714.946
UV,UV12 (692),280,32,12.90322,437.694,4.727345,1029.858
UV,UV13 (720),410,53,14.84594,408.288,4.913231,845.6775
UV,UV14 (750),681,82,13.68948,1379.975,4.959654,1103.438
UV,UV15 (780),544,66,13.80753,1803.18,5.130515,728.3954
UV,UV16 (812),672,96,16.66667,2080.508,5.434631,535.5153
Violet,V1 (428),131,15,12.93103,466.968,1.525223,1237.537
Violet,V2 (443),249,29,13.18182,1076.601,1.505185,2844.664
Violet,V3 (458),227,26,12.93532,1225.125,1.539203,3570.326
Violet,V4 (473),153,17,12.5,1193.287,1.490092,4031.448
Violet,V5 (508),181,22,13.83648,1130.787,1.496265,3566.732
Violet,V6 (525),189,21,12.5,824.264,1.561156,2508.499
Violet,V7 (542),248,27,12.21719,959.384,1.498176,2876.142
Violet,V8 (581),312,35,12.63538,1022.675,1.485489,1514.55
Violet,V9 (598),267,30,12.65823,1231.508,1.503176,1240.416
Violet,V10 (615),299,30,11.15242,2125.487,1.536884,1035.436
Violet,V11 (664),242,19,8.520179,1013.356,1.317172,475.65
Violet,V12 (692),187,11,6.25,500.941,1.192907,249.0441
Violet,V13 (720),181,14,8.383234,497.768,1.184142,162.2826
Violet,V14 (750),252,20,8.620689,1244.159,1.304108,120.8896
Violet,V15 (780),431,42,10.79692,1807.091,1.572426,80.66374
Violet,V16 (812),287,28,10.81081,1371.178,1.959481,34.29679
Blue,B1 (508),879,121,15.96306,142.689,2.362342,451.5224
Blue,B2 (525),530,61,13.0064,133.325,2.227008,469.596
Blue,B3 (542),502,68,15.6682,278.923,2.123991,1293.696
Blue,B4 (581),443,59,15.36458,482.794,2.028695,1571.381
Blue,B5 (598),324,40,14.08451,698.288,1.992447,1504.911
Blue,B6 (615),309,39,14.44444,889.537,2.060459,1299.034
Blue,B7 (661),647,74,12.91448,630.113,1.927381,663.4455
Blue,B8 (679),454,44,10.73171,463.715,1.610673,582.2345
Blue,B9 (697),611,69,12.73063,393.039,1.417762,530.7085
Blue,B10 (717),562,60,11.95219,251.894,1.204125,248.4059
Blue,B11 (738),390,44,12.71676,345.095,1.064073,163.4357
Blue,B12 (760),371,40,12.08459,584.695,0.8808695,125.5658
Blue,B13 (783),535,71,15.30172,618.861,1.117906,89.28621
Blue,B14 (812),590,78,15.23438,1010.92,1.466227,80.69427
YellowGreen,YG1 (577),404,6,1.507538,596.089,2.257559,1426.296
YellowGreen,YG2 (598),393,12,3.149606,1424.492,2.177796,1385.642
YellowGreen,YG3 (615),255,5,2,2177.165,2.204832,2088.492
YellowGreen,YG4 (661),486,4,0.8298756,1251.216,2.285589,1476.983
YellowGreen,YG5 (679),381,-4,-1.038961,887.303,2.365074,1297.945
YellowGreen,YG6 (697),429,-4,-0.9237875,582.17,2.535682,742.4678
YellowGreen,YG7 (720),300,-5,-1.639344,692.596,2.601032,810.6309
YellowGreen,YG8 (750),269,-1,-0.3703704,817.018,2.490513,397.2379
YellowGreen,YG9 (780),362,0,0,1060.19,2.618929,239.936
YellowGreen,YG10 (812),328,5,1.547988,925.698,2.921976,115.3001
Red,R1 (661),184,7,3.954802,382.249,3.627731,1236.514
Red,R2 (679),174,9,5.454545,524.026,3.603082,2239.058
Red,R3 (697),245,9,3.813559,411.884,3.834911,1824.297
Red,R4 (717),242,15,6.60793,351.781,3.985152,1085.597
Red,R5 (738),193,14,7.821229,651.681,4.157125,1002.036
Red,R6 (760),176,16,10,937.745,4.334779,754.551
Red,R7 (783),294,28,10.52632,1285.924,4.5404,595.3725
Red,R8 (812),170,18,11.84211,934.322,4.799639,239.8306


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.8,1.116022,51.37
Violet,-20.625,1.098221,64.32
Blue,0,1.037994,82.42751
Red,19.45,1.12823,70.356
UV,39.25,1.186487,0
FSC Area Scaling Factor,1.038047,Window Extension,3
Flow Rate,23.63
Temperature,24.25
