DailyQCReport_U1368_20240827_095654


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U1368
Bead Lot ID,2005
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,952,132,16.09756,1944.002,1.0592,511.1416
Violet,SSC,175,0,0,2006.159,1.461246,12189.02
Blue,SSC-B,230,-70,-23.33333,1946.705,3.216534,9828.056
UV,UV1 (373),1028,149,16.95108,111.813,6.677849,54.70686
UV,UV2 (388),261,37,16.51786,739.558,3.049236,465.4271
UV,UV3 (428),205,27,15.16854,664.207,2.327231,1384.549
UV,UV4 (443),149,18,13.74046,583.097,2.36255,1773.43
UV,UV5 (458),191,26,15.75758,645.447,2.307109,2578.573
UV,UV6 (473),231,28,13.7931,993.319,2.416085,4558.398
UV,UV7 (514),366,43,13.31269,1409.779,2.390573,6300.574
UV,UV8 (542),291,34,13.22957,847.139,2.408135,3650.217
UV,UV9 (582),353,37,11.70886,1336.999,2.371212,3444.709
UV,UV10 (613),236,24,11.32076,1569.688,2.462051,3652.868
UV,UV11 (664),302,32,11.85185,854.714,2.51219,1788.012
UV,UV12 (692),280,31,12.4498,440.582,2.596503,1065.744
UV,UV13 (720),409,47,12.98343,411.105,2.713664,909.8608
UV,UV14 (750),671,67,11.09272,1388.958,2.733317,1204.994
UV,UV15 (780),538,46,9.349593,1820.322,2.952468,787.4894
UV,UV16 (812),669,37,5.85443,2092.188,3.217494,574.5351
Violet,V1 (428),124,1,0.8130081,466.578,2.129904,1285.029
Violet,V2 (443),234,2,0.862069,1067.494,1.990029,2965.659
Violet,V3 (458),216,3,1.408451,1226.744,1.918089,3464.119
Violet,V4 (473),143,-2,-1.37931,1197.459,1.755617,3502.441
Violet,V5 (508),171,1,0.5882353,1129.318,1.665598,3590.72
Violet,V6 (525),180,1,0.5586592,829.489,1.664459,2587.072
Violet,V7 (542),235,2,0.8583691,957.617,1.573363,2981.465
Violet,V8 (581),296,2,0.6802721,1020.315,1.489034,1384.049
Violet,V9 (598),251,-1,-0.3968254,1231.794,1.439528,1100.908
Violet,V10 (615),288,0,0,2131.122,1.507283,1018.442
Violet,V11 (664),231,1,0.4347826,1004.716,1.426424,493.5682
Violet,V12 (692),179,3,1.704545,502.372,1.561225,251.882
Violet,V13 (720),172,2,1.176471,499.541,1.894955,162.2063
Violet,V14 (750),238,0,0,1244.307,2.096478,120.8991
Violet,V15 (780),408,-3,-0.729927,1807.733,2.226604,79.06188
Violet,V16 (812),274,-13,-4.529617,1364.489,2.537167,32.78193
Blue,B1 (508),1064,106,11.06472,143.719,2.195779,444.2784
Blue,B2 (525),638,55,9.433963,133.998,1.994087,450.3741
Blue,B3 (542),600,62,11.52416,279.58,1.845988,1221.654
Blue,B4 (581),540,54,11.11111,488.247,1.888059,1370.377
Blue,B5 (598),391,37,10.45198,694.594,1.887063,1408.213
Blue,B6 (615),376,33,9.620992,884.442,2.029083,1255.685
Blue,B7 (661),791,68,9.405256,634.55,1.835753,697.8387
Blue,B8 (679),553,49,9.722222,462.978,1.575713,543.7997
Blue,B9 (697),756,82,12.16617,394.393,1.407952,537.7089
Blue,B10 (717),687,61,9.744409,252.145,1.278064,257.1528
Blue,B11 (738),474,43,9.976798,346.114,1.11444,147.8056
Blue,B12 (760),453,37,8.894231,587.235,0.9159355,119.8619
Blue,B13 (783),653,45,7.401316,621.12,1.21408,86.13877
Blue,B14 (812),728,24,3.409091,1009.078,1.642392,81.32854
YellowGreen,YG1 (577),382,9,2.412869,596.455,1.847292,1473.668
YellowGreen,YG2 (598),379,10,2.710027,1410.777,1.862233,1423.376
YellowGreen,YG3 (615),243,5,2.10084,2184.216,1.857793,2145.525
YellowGreen,YG4 (661),469,16,3.532009,1258.318,1.619971,1403.737
YellowGreen,YG5 (679),369,12,3.361345,883.959,1.460738,1359.835
YellowGreen,YG6 (697),411,10,2.493766,576.562,1.485796,742.3254
YellowGreen,YG7 (720),291,7,2.464789,695.653,1.221702,828.3427
YellowGreen,YG8 (750),263,2,0.7662835,821.175,0.9697719,426.2654
YellowGreen,YG9 (780),356,-4,-1.111111,1061.336,1.165929,259.4062
YellowGreen,YG10 (812),327,-13,-3.823529,926.852,1.780025,116.2156
Red,R1 (661),211,20,10.4712,383.054,1.864199,1222.486
Red,R2 (679),199,20,11.17318,524.076,1.73051,2199.608
Red,R3 (697),281,26,10.19608,418.038,1.635528,1934.105
Red,R4 (717),281,26,10.19608,355.799,1.462057,1100.298
Red,R5 (738),228,16,7.54717,655.887,1.644902,1031.052
Red,R6 (760),210,13,6.598984,943.187,1.755013,761.4745
Red,R7 (783),353,14,4.129794,1293.979,1.962399,578.7572
Red,R8 (812),205,2,0.9852217,930.878,2.275954,246.6131


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.325,1.115517,51.43
Violet,-20.925,1.100887,64.565
Blue,0,1.050805,82.42751
Red,18.3,1.130126,70.5
UV,39.1,1.149835,0
FSC Area Scaling Factor,1.048692,Window Extension,3
Flow Rate,21.81
Temperature,25.12
