DailyQCReport_U1368_20241126_094524


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U1368
Bead Lot ID,2005
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,1032,212,25.85366,2026.374,1.158472,444.4472
Violet,SSC,176,1,0.5714285,1996.383,2.038424,11577.85
Blue,SSC-B,379,79,26.33333,1978.944,4.315804,15755.61
UV,UV1 (373),1078,199,22.63936,112.419,6.184934,54.92881
UV,UV2 (388),276,52,23.21428,740.5345,3.052659,435.299
UV,UV3 (428),214,36,20.22472,656.7495,2.446931,1484.912
UV,UV4 (443),161,30,22.90076,587.2095,2.417065,1899.011
UV,UV5 (458),202,37,22.42424,641.1565,2.33487,2693.625
UV,UV6 (473),242,39,19.21182,987.5705,2.435664,4271.046
UV,UV7 (514),388,65,20.12384,1386.984,2.456471,6400.817
UV,UV8 (542),307,50,19.45525,841.2115,2.482323,3649.407
UV,UV9 (582),376,60,18.98734,1326.472,2.446693,3224.902
UV,UV10 (613),250,38,17.92453,1551.432,2.599925,3826.184
UV,UV11 (664),320,50,18.51852,851.79,2.670809,1785.136
UV,UV12 (692),297,48,19.27711,438.1,2.736258,1031.714
UV,UV13 (720),433,71,19.61326,411.0325,2.851785,933.5231
UV,UV14 (750),716,112,18.54305,1387.084,2.919999,1162.112
UV,UV15 (780),562,70,14.22764,1805.975,3.180439,756.2947
UV,UV16 (812),699,67,10.60127,2088.294,3.490425,556.9739
Violet,V1 (428),125,2,1.626016,468.381,2.177557,1308.738
Violet,V2 (443),238,6,2.586207,1076.834,2.061366,2872.389
Violet,V3 (458),219,6,2.816901,1235.547,2.022165,3308.393
Violet,V4 (473),145,0,0,1205.621,1.864723,3707.306
Violet,V5 (508),173,3,1.764706,1129.543,1.783385,3644.887
Violet,V6 (525),182,3,1.675978,830.011,1.836508,2692.281
Violet,V7 (542),237,4,1.716738,956.938,1.727981,2805.853
Violet,V8 (581),299,5,1.70068,1020.541,1.682056,1513.968
Violet,V9 (598),253,1,0.3968254,1219.994,1.596051,1225.799
Violet,V10 (615),291,3,1.041667,2139.911,1.660361,1040.249
Violet,V11 (664),237,7,3.043478,1016.23,1.539143,461.4324
Violet,V12 (692),182,6,3.409091,504.581,1.591115,238.1075
Violet,V13 (720),174,4,2.352941,500.2425,1.848594,164.1175
Violet,V14 (750),240,2,0.8403362,1247.803,2.077704,117.1087
Violet,V15 (780),409,-2,-0.486618,1816.214,2.323085,74.21412
Violet,V16 (812),274,-13,-4.529617,1369.428,2.621565,31.10357
Blue,B1 (508),1068,110,11.48225,140.462,2.639691,438.4842
Blue,B2 (525),647,64,10.9777,131.6385,2.494853,457.045
Blue,B3 (542),607,69,12.82528,279.345,2.337167,1255.82
Blue,B4 (581),542,56,11.52263,486.762,2.336431,1501.95
Blue,B5 (598),396,42,11.86441,691.9865,2.338061,1448.636
Blue,B6 (615),378,35,10.20408,880.2315,2.474213,1268.728
Blue,B7 (661),807,84,11.61826,632.2555,2.345061,669.2659
Blue,B8 (679),569,65,12.89683,468.4285,2.073225,576.4575
Blue,B9 (697),774,100,14.8368,390.3755,1.834759,481.5558
Blue,B10 (717),695,69,11.02236,252.374,1.628717,251.8262
Blue,B11 (738),480,49,11.36891,345.4385,1.398557,147.7373
Blue,B12 (760),459,43,10.33654,587.294,1.109042,117.936
Blue,B13 (783),662,54,8.881578,621.7285,1.339782,85.09528
Blue,B14 (812),734,30,4.261364,1011.284,1.709853,80.94098
YellowGreen,YG1 (577),388,15,4.021448,593.3585,1.917861,1324.272
YellowGreen,YG2 (598),382,13,3.523035,1407.129,1.928334,1383.236
YellowGreen,YG3 (615),247,9,3.781513,2170.307,1.918135,2164.063
YellowGreen,YG4 (661),481,28,6.181015,1268.582,1.704506,1475.081
YellowGreen,YG5 (679),375,18,5.042017,889.246,1.582848,1336.656
YellowGreen,YG6 (697),425,24,5.985037,591.543,1.64743,763.5598
YellowGreen,YG7 (720),297,13,4.577465,699.195,1.458286,749.3896
YellowGreen,YG8 (750),268,7,2.681992,823.479,1.130384,438.6541
YellowGreen,YG9 (780),360,0,0,1063.552,1.3378,258.0043
YellowGreen,YG10 (812),329,-11,-3.235294,931.9435,1.994975,112.6943
Red,R1 (661),225,34,17.80105,384.7575,2.745738,1165.22
Red,R2 (679),209,30,16.75978,525.601,2.689754,1975.391
Red,R3 (697),295,40,15.68628,419.4145,2.486267,1765.034
Red,R4 (717),291,36,14.11765,355.1755,2.285991,981.3254
Red,R5 (738),233,21,9.905661,650.321,2.478729,1013.406
Red,R6 (760),215,18,9.137056,941.524,2.588763,716.5076
Red,R7 (783),361,22,6.489676,1291.167,2.693335,584.6801
Red,R8 (812),208,5,2.463054,930.992,2.91486,245.6113


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.35,1.116431,51.43
Violet,-21.125,1.100899,64.565
Blue,0,1.053143,82.42751
Red,18.325,1.128401,70.552
UV,39.025,1.139587,0
FSC Area Scaling Factor,1.049694,Window Extension,3
Flow Rate,28.73
Temperature,26.25
