DailyQCReport_U1368_20260519_081702


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U1368
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,627,0,0,1997.537,2.078732,1901.539
Violet,SSC,156,8,5.405406,2010.906,1.125364,12511.78
Blue,SSC-B,132,32,32,1962.596,2.562579,12485.64
UV,UV1 (373),1443,203,16.37097,226.5025,2.758785,60.87533
UV,UV2 (388),389,50,14.74926,1344.041,1.089163,516.1501
UV,UV3 (428),308,43,16.22642,1031.811,1.48101,1654.368
UV,UV4 (443),226,27,13.56784,894.93,1.536687,2104.249
UV,UV5 (458),284,35,14.05622,966.338,1.602439,2943.743
UV,UV6 (473),348,40,12.98701,1482.3,1.682619,5184.518
UV,UV7 (514),534,52,10.78838,2053.801,1.754351,7196.013
UV,UV8 (542),432,46,11.9171,1562.803,1.654599,5021.093
UV,UV9 (582),507,50,10.94092,2483.051,1.611644,2739.988
UV,UV10 (613),345,38,12.37785,1973.677,1.467416,4365.802
UV,UV11 (664),431,44,11.36951,874.429,1.335206,2078.541
UV,UV12 (692),388,34,9.60452,662.3695,1.322996,1175.168
UV,UV13 (720),559,54,10.69307,698.5605,1.392125,1088.203
UV,UV14 (750),944,86,10.02331,806.528,1.522623,1509.34
UV,UV15 (780),759,72,10.48035,635.8005,1.62305,935.2926
UV,UV16 (812),990,96,10.73826,426.0335,1.907235,704.5287
Violet,V1 (428),138,9,6.976745,798.843,1.204366,1336.216
Violet,V2 (443),257,17,7.083333,1870.684,1.033553,3143.109
Violet,V3 (458),239,17,7.657658,2168.341,1.073709,3714.68
Violet,V4 (473),163,15,10.13513,2179.26,1.054514,3824.59
Violet,V5 (508),189,11,6.179775,2041.573,1.069031,3874.28
Violet,V6 (525),199,16,8.743169,1522.525,1.145078,2813.11
Violet,V7 (542),254,16,6.72269,2066.623,1.116825,2988.516
Violet,V8 (581),317,18,6.020067,2387.453,1.182959,1448.63
Violet,V9 (598),281,16,6.037736,2299.887,1.129601,1154.096
Violet,V10 (615),317,26,8.934708,3396.917,1.181111,1116.765
Violet,V11 (664),240,12,5.263158,1330.319,0.9285865,512.0322
Violet,V12 (692),190,10,5.555556,1026.071,0.9167552,238.0512
Violet,V13 (720),183,10,5.780347,1105.015,0.9767027,162.142
Violet,V14 (750),253,16,6.751055,931.281,1.111048,127.9088
Violet,V15 (780),443,23,5.476191,816.6455,1.274945,81.17226
Violet,V16 (812),310,17,5.802048,361.01,1.534914,33.0952
Blue,B1 (508),613,28,4.786325,226.8795,1.841403,459.9909
Blue,B2 (525),372,13,3.62117,277.223,1.775095,434.4264
Blue,B3 (542),362,14,4.022989,1049.989,1.633908,1170.061
Blue,B4 (581),334,15,4.702194,1660.198,1.535635,1496.378
Blue,B5 (598),250,12,5.042017,1831.994,1.573307,1489.093
Blue,B6 (615),243,11,4.741379,1896.182,1.63747,1143.905
Blue,B7 (661),502,17,3.505155,1135.721,1.576308,577.1525
Blue,B8 (679),350,15,4.477612,929.3495,1.653897,544.462
Blue,B9 (697),471,22,4.899777,1130.814,1.81541,479.7094
Blue,B10 (717),426,20,4.926108,775.0095,1.815214,252.1021
Blue,B11 (738),291,13,4.676259,503.196,1.973103,160.6918
Blue,B12 (760),284,15,5.576208,489.1885,1.898961,126.7862
Blue,B13 (783),427,19,4.656863,386.683,2.154428,87.08463
Blue,B14 (812),490,21,4.477612,384.832,2.183595,80.50142
YellowGreen,YG1 (577),413,-2,-0.4819277,1723.857,1.360012,1484.767
YellowGreen,YG2 (598),396,2,0.5076142,2399.992,1.359749,1289.522
YellowGreen,YG3 (615),253,2,0.7968128,3208.72,1.412554,2041.515
YellowGreen,YG4 (661),466,-6,-1.271186,1814.983,1.15925,1508.287
YellowGreen,YG5 (679),375,-4,-1.055409,1566.92,1.23955,1199.585
YellowGreen,YG6 (697),447,2,0.4494382,1763.463,1.237121,824.1388
YellowGreen,YG7 (720),297,0,0,2368.656,1.238706,760.4857
YellowGreen,YG8 (750),271,-1,-0.3676471,1216.365,1.295689,402.9613
YellowGreen,YG9 (780),355,-2,-0.5602241,1025.329,1.375504,260.5016
YellowGreen,YG10 (812),351,0,0,564.347,1.825098,115.4933
Red,R1 (661),150,-2,-1.315789,392.83,1.616651,1510.761
Red,R2 (679),149,1,0.6756757,1075.607,1.472024,2651.86
Red,R3 (697),212,4,1.923077,2020.406,1.537915,2101.742
Red,R4 (717),208,5,2.463054,1925.178,1.500579,1148.014
Red,R5 (738),164,4,2.5,1612.548,1.577838,1143.695
Red,R6 (760),152,4,2.702703,1403.99,1.546804,791.4951
Red,R7 (783),264,7,2.723735,1577.259,1.683535,638.3323
Red,R8 (812),166,3,1.840491,777.2885,1.796277,281.7849


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.2,1.102565,51.3475
Violet,-19.875,1.077903,93.08501
Blue,0,1.100283,82.42751
Red,20.075,1.015855,74.42
UV,39.725,0.9832255,0
FSC Area Scaling Factor,1.09304,Window Extension,3
Flow Rate,9.77
Temperature,22.5
