DailyQCReport_U1368_20241224_122838


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U1368
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,910,0,0,2071.197,2.139731,475.6552
Violet,SSC,153,0,0,2016.016,5.581089,12333.26
Blue,SSC-B,271,-71,-20.76023,1962.296,3.849144,13224.43
UV,UV1 (373),1086,134,14.07563,305.8295,6.927079,53.51262
UV,UV2 (388),282,15,5.617978,2040.471,2.945851,472.4253
UV,UV3 (428),221,10,4.739336,1550.174,2.480304,1538.416
UV,UV4 (443),168,13,8.387097,1241.411,2.659806,1901.275
UV,UV5 (458),208,10,5.050505,1212.314,2.600306,2508.749
UV,UV6 (473),256,16,6.666667,1556.002,2.576545,4605.513
UV,UV7 (514),399,19,5,1716.98,2.447158,6781.776
UV,UV8 (542),312,10,3.311258,1045.691,2.371436,3727.568
UV,UV9 (582),369,4,1.09589,1371.962,2.429726,3442.818
UV,UV10 (613),254,6,2.419355,1252.575,2.361335,3988.726
UV,UV11 (664),308,-5,-1.597444,591.186,2.470752,1679.004
UV,UV12 (692),295,10,3.508772,499.451,3.22049,1062.256
UV,UV13 (720),455,41,9.903381,558.541,4.615652,1050.504
UV,UV14 (750),785,76,10.71932,668.939,4.937416,1242.942
UV,UV15 (780),656,96,17.14286,625.2225,5.733624,872.6713
UV,UV16 (812),1203,493,69.43662,911.3455,9.808313,650.2161
Violet,V1 (428),128,-1,-0.7751938,599.004,2.237493,1364.449
Violet,V2 (443),236,-3,-1.25523,1263.947,2.109611,2913.295
Violet,V3 (458),214,-4,-1.834862,1372.26,2.060622,3522.146
Violet,V4 (473),139,-3,-2.112676,1218.781,1.979638,3782.785
Violet,V5 (508),165,-3,-1.785714,1070.784,1.939131,3941.583
Violet,V6 (525),172,-4,-2.272727,760.7465,1.974444,2561.259
Violet,V7 (542),223,-8,-3.463203,893.41,1.842913,2671.651
Violet,V8 (581),277,-14,-4.810997,764.8805,1.933024,1556.205
Violet,V9 (598),238,-13,-5.179283,768.952,1.675355,1187.625
Violet,V10 (615),272,-13,-4.561403,1154.505,1.497998,1025.542
Violet,V11 (664),205,-26,-11.25541,519.439,1.830475,483.3719
Violet,V12 (692),169,-15,-8.152174,457.2115,1.979421,249.4635
Violet,V13 (720),173,0,0,524.1765,3.043094,165.2776
Violet,V14 (750),243,1,0.4132231,468.1555,3.278814,125.5686
Violet,V15 (780),439,35,8.663366,499.1665,4.391546,82.132
Violet,V16 (812),492,211,75.08897,587.1235,10.59553,32.67828
Blue,B1 (508),1025,-26,-2.473835,145.225,3.031111,457.6724
Blue,B2 (525),599,-12,-1.963994,180.2255,2.671191,460.4791
Blue,B3 (542),553,-46,-7.679465,539.676,2.554161,1216.438
Blue,B4 (581),500,-40,-7.407407,739.4075,2.409887,1514.07
Blue,B5 (598),370,-21,-5.370844,873.5075,2.40041,1476.001
Blue,B6 (615),357,-21,-5.555556,930.941,2.423456,1317.983
Blue,B7 (661),740,-75,-9.202455,569.461,2.240914,643.554
Blue,B8 (679),516,-59,-10.26087,484.1565,2.461191,549.4486
Blue,B9 (697),752,-16,-2.083333,609.9095,2.814669,563.744
Blue,B10 (717),690,11,1.620029,430.0725,3.678086,281.114
Blue,B11 (738),446,5,1.133787,279.208,3.841563,159.8748
Blue,B12 (760),444,7,1.601831,278.494,3.850946,134.9521
Blue,B13 (783),709,49,7.424243,256.889,4.954882,86.79188
Blue,B14 (812),1215,451,59.03141,560.815,9.767987,81.14432
YellowGreen,YG1 (577),364,-17,-4.461942,919.0525,3.163962,1467.83
YellowGreen,YG2 (598),360,-5,-1.369863,1819.03,3.386992,1355.733
YellowGreen,YG3 (615),231,-5,-2.118644,2678.278,3.440526,2097.123
YellowGreen,YG4 (661),445,-22,-4.710921,1540.254,3.153121,1440.693
YellowGreen,YG5 (679),341,-29,-7.837838,1362.759,3.191407,1281.078
YellowGreen,YG6 (697),432,-6,-1.369863,1545.386,3.570242,807.9006
YellowGreen,YG7 (720),303,13,4.482759,2132.758,4.39512,821.668
YellowGreen,YG8 (750),279,12,4.494382,1098.27,4.364027,441.343
YellowGreen,YG9 (780),390,34,9.550562,1050.134,5.116787,246.1708
YellowGreen,YG10 (812),588,238,68,1258.69,10.33927,116.046
Red,R1 (661),185,-48,-20.60086,425.364,2.346031,1359.267
Red,R2 (679),181,-35,-16.2037,1104.775,2.355438,2386.19
Red,R3 (697),288,-9,-3.030303,2083.329,2.838418,2005.249
Red,R4 (717),300,13,4.529617,2048.031,3.80594,1185.007
Red,R5 (738),240,12,5.263158,1699.021,3.788355,1058.524
Red,R6 (760),222,12,5.714286,1489.415,3.606998,811.8182
Red,R7 (783),416,53,14.60055,1989.601,4.831271,613.2292
Red,R8 (812),408,189,86.30137,2248.166,10.96322,230.4272


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.425,1.109096,51.3475
Violet,-21.25,1.093959,64.26
Blue,0,1.038784,82.42751
Red,18.2,1.128876,70.404
UV,38.925,1.119363,0
FSC Area Scaling Factor,1.047807,Window Extension,3
Flow Rate,20.24
Temperature,22.38
