DailyQCReport_U1368_20250610_141012


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U1368
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,377,-17,-4.314721,1941.107,2.055274,2112.211
Violet,SSC,151,6,4.137931,2030.948,4.992208,10023.76
Blue,SSC-B,144,14,10.76923,2019.01,3.918532,12559.96
UV,UV1 (373),1099,187,20.50438,307.108,3.558088,47.57609
UV,UV2 (388),310,55,21.56863,2046.469,1.601255,421.6263
UV,UV3 (428),238,34,16.66667,1556.712,1.429714,1486.88
UV,UV4 (443),177,30,20.40816,1246.933,1.606813,1813.882
UV,UV5 (458),216,28,14.89362,1220.861,1.769805,2527.666
UV,UV6 (473),270,42,18.42105,1556.11,1.746705,4491.315
UV,UV7 (514),426,67,18.66295,1724.137,1.886054,6199.216
UV,UV8 (542),337,51,17.83217,1047.43,1.878376,3561.196
UV,UV9 (582),402,56,16.18497,1363.915,1.804511,2573.647
UV,UV10 (613),280,38,15.70248,1239.784,1.644638,3386.65
UV,UV11 (664),351,53,17.78523,591.6885,1.636442,1786.571
UV,UV12 (692),327,44,15.5477,495.1785,1.675825,988.2667
UV,UV13 (720),475,68,16.70762,547.282,1.78996,904.6379
UV,UV14 (750),802,108,15.56196,657.994,1.909944,1104.772
UV,UV15 (780),641,78,13.85435,610.0815,1.929559,853.4321
UV,UV16 (812),837,99,13.41463,865.3865,2.407808,546.2883
Violet,V1 (428),132,5,3.937008,598.033,1.395668,1310.49
Violet,V2 (443),243,11,4.741379,1268.625,1.326829,2843.146
Violet,V3 (458),219,9,4.285715,1384.234,1.214512,3384.17
Violet,V4 (473),144,5,3.597122,1236.281,1.19543,3788.088
Violet,V5 (508),172,8,4.878048,1065.182,1.106273,3755.932
Violet,V6 (525),176,6,3.529412,767.671,1.119563,2708.501
Violet,V7 (542),231,7,3.125,898.1335,1.087402,2775.179
Violet,V8 (581),289,8,2.846975,767.0305,1.116433,1373.026
Violet,V9 (598),262,12,4.8,778.4455,0.9854794,1194.09
Violet,V10 (615),292,10,3.546099,1175.316,1.000923,1001.474
Violet,V11 (664),223,7,3.240741,513.484,1.586676,468.1124
Violet,V12 (692),188,7,3.867404,463.5325,1.696931,258.0128
Violet,V13 (720),179,6,3.468208,524.6,1.696845,158.0701
Violet,V14 (750),243,8,3.404255,465.882,1.809207,119.8291
Violet,V15 (780),422,15,3.685504,500.891,2.04273,76.66936
Violet,V16 (812),294,5,1.730104,574.091,2.572303,32.80948
Blue,B1 (508),548,-9,-1.615799,143.266,2.346707,398.7689
Blue,B2 (525),337,-1,-0.295858,179.793,2.063499,398.3996
Blue,B3 (542),338,1,0.2967359,543.278,1.929576,1131.856
Blue,B4 (581),314,-3,-0.9463723,747.3005,1.630912,1403.727
Blue,B5 (598),236,0,0,877.2755,1.741548,1412.315
Blue,B6 (615),233,2,0.8658009,938.309,1.782301,1109.948
Blue,B7 (661),489,-6,-1.212121,573.275,1.712927,534.9938
Blue,B8 (679),346,0,0,489.569,2.047957,537.9503
Blue,B9 (697),467,2,0.4301075,608.9155,1.966913,430.351
Blue,B10 (717),422,0,0,416.7505,2.15025,226.0726
Blue,B11 (738),292,-1,-0.3412969,276.5735,2.212258,130.8278
Blue,B12 (760),284,-1,-0.3508772,275.877,2.190189,117.122
Blue,B13 (783),429,-2,-0.4640371,255.828,2.317377,80.57602
Blue,B14 (812),506,-8,-1.55642,547.692,2.381201,71.69928
YellowGreen,YG1 (577),412,9,2.233251,924.5115,1.117638,1343.073
YellowGreen,YG2 (598),404,9,2.278481,1815.854,1.440671,1275.656
YellowGreen,YG3 (615),261,7,2.755905,2699.25,1.377156,1801.849
YellowGreen,YG4 (661),482,11,2.335456,1531.271,1.310698,1188.581
YellowGreen,YG5 (679),390,14,3.723404,1357.458,1.542125,1180.525
YellowGreen,YG6 (697),466,14,3.097345,1530.459,1.365221,720.7446
YellowGreen,YG7 (720),313,9,2.960526,2116.254,1.453069,776.8731
YellowGreen,YG8 (750),283,7,2.536232,1086.25,1.53084,415.9756
YellowGreen,YG9 (780),373,7,1.912568,1038.016,1.44301,244.275
YellowGreen,YG10 (812),385,7,1.851852,1211.219,1.745333,119.7821
Red,R1 (661),156,8,5.405406,427.979,2.089911,1294.739
Red,R2 (679),159,8,5.298013,1127.174,1.899295,2023.233
Red,R3 (697),221,7,3.271028,2047.858,1.483804,1683.009
Red,R4 (717),215,7,3.365385,1985.979,1.543733,991.2515
Red,R5 (738),167,5,3.08642,1641.631,1.572824,1089.85
Red,R6 (760),156,6,4,1452.911,1.494114,834.8349
Red,R7 (783),270,8,3.053435,1910.677,1.540942,634.8665
Red,R8 (812),175,3,1.744186,2107.392,1.951734,245.0381


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-39.575,1.116634,51.41
Violet,-19.675,1.094649,93.145
Blue,0,1.175914,82.42751
Red,20.175,1.045269,74.516
UV,39.55,1.100403,0
FSC Area Scaling Factor,1.186716,Window Extension,3
Flow Rate,16.87
Temperature,28
