DailyQCReport_U1368_20250308_052631


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U1368
Bead Lot ID,2006
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,377,-17,-4.314721,1956.865,2.119751,1406.642
Violet,SSC,147,2,1.37931,2005.078,4.197147,10632.52
Blue,SSC-B,106,-24,-18.46154,2011.144,2.772448,12010.11
UV,UV1 (373),983,71,7.785088,303.109,2.840488,46.44225
UV,UV2 (388),272,17,6.666667,2024.534,1.461739,432.7265
UV,UV3 (428),213,9,4.411765,1535.37,1.46473,1314.25
UV,UV4 (443),159,12,8.163265,1244.111,1.648693,1641.235
UV,UV5 (458),199,11,5.851064,1214.487,1.777422,2429.922
UV,UV6 (473),245,17,7.45614,1542.975,1.779215,4201.985
UV,UV7 (514),385,26,7.24234,1702.397,1.836065,5978.112
UV,UV8 (542),303,17,5.944056,1037.816,1.848343,3595.264
UV,UV9 (582),367,21,6.069364,1366.239,1.811869,2603.529
UV,UV10 (613),254,12,4.958678,1241.926,1.659189,3319.908
UV,UV11 (664),317,19,6.375839,589.999,1.65192,1737.344
UV,UV12 (692),296,13,4.593639,495.716,1.622172,990.5575
UV,UV13 (720),430,23,5.651105,547.491,1.737602,909.9747
UV,UV14 (750),735,41,5.907781,660.086,1.925664,1069.494
UV,UV15 (780),592,29,5.150977,608.862,2.103759,851.3143
UV,UV16 (812),823,85,11.51762,871.734,4.801254,551.4874
Violet,V1 (428),135,8,6.299212,600.494,1.652808,1276.039
Violet,V2 (443),249,17,7.327586,1269.282,1.561668,2970.417
Violet,V3 (458),225,15,7.142858,1382.011,1.436208,3654.357
Violet,V4 (473),150,11,7.913669,1238.195,1.451533,3720.051
Violet,V5 (508),178,14,8.536586,1074.2,1.393005,3833.596
Violet,V6 (525),181,11,6.470589,762.286,1.426978,2709.865
Violet,V7 (542),238,14,6.25,895.751,1.421177,2770.685
Violet,V8 (581),296,15,5.338078,773.669,1.55512,1491.354
Violet,V9 (598),264,14,5.6,777.714,1.527103,1233.525
Violet,V10 (615),291,9,3.191489,1159.942,1.573975,1016.785
Violet,V11 (664),225,9,4.166667,511.179,2.147177,464.5432
Violet,V12 (692),186,5,2.762431,460.487,2.3254,252.7863
Violet,V13 (720),179,6,3.468208,524.057,2.22944,151.6976
Violet,V14 (750),244,9,3.829787,464.116,2.304788,114.7932
Violet,V15 (780),427,20,4.914005,498.912,2.524892,74.15057
Violet,V16 (812),323,34,11.76471,580.275,5.236441,33.50395
Blue,B1 (508),549,-8,-1.436266,142.145,2.09762,407.8601
Blue,B2 (525),338,0,0,178.578,1.737487,392.4824
Blue,B3 (542),342,5,1.48368,552.673,1.721352,1151.434
Blue,B4 (581),316,-1,-0.3154574,740.975,1.554786,1294.235
Blue,B5 (598),235,-1,-0.4237288,879.106,1.802032,1410.113
Blue,B6 (615),232,1,0.4329004,933.543,1.925732,1047.696
Blue,B7 (661),495,0,0,573.338,1.918187,543.2181
Blue,B8 (679),344,-2,-0.5780346,483.004,2.257987,516.7516
Blue,B9 (697),463,-2,-0.4301075,600.123,2.253624,429.3921
Blue,B10 (717),423,1,0.2369668,415.149,2.439421,213.4964
Blue,B11 (738),295,2,0.6825938,276.776,2.444493,132.7151
Blue,B12 (760),286,1,0.3508772,275.023,2.487647,111.4136
Blue,B13 (783),436,5,1.160093,255.604,2.641124,85.22539
Blue,B14 (812),553,39,7.587548,559.325,4.641907,80.88226
YellowGreen,YG1 (577),407,4,0.9925558,927.138,1.264441,1387.245
YellowGreen,YG2 (598),393,-2,-0.5063291,1825.047,1.489948,1277.915
YellowGreen,YG3 (615),251,-3,-1.181102,2698.16,1.501783,2074.031
YellowGreen,YG4 (661),472,1,0.2123142,1534.003,1.490664,1350.349
YellowGreen,YG5 (679),377,1,0.2659574,1355.189,1.771949,1269.833
YellowGreen,YG6 (697),451,-1,-0.2212389,1507.009,1.592117,761.7372
YellowGreen,YG7 (720),302,-2,-0.6578947,2101.547,1.638477,777.2503
YellowGreen,YG8 (750),276,0,0,1089.985,1.696318,404.0274
YellowGreen,YG9 (780),366,0,0,1042.933,1.674258,246.2534
YellowGreen,YG10 (812),400,22,5.820106,1215.314,4.066443,111.3655
Red,R1 (661),155,7,4.72973,420.893,1.743367,1204.273
Red,R2 (679),153,2,1.324503,1106.922,1.998114,1993.345
Red,R3 (697),213,-1,-0.4672897,2028.347,1.516661,1727.649
Red,R4 (717),209,1,0.4807692,1973.827,1.582207,1008.649
Red,R5 (738),164,2,1.234568,1640.854,1.616776,1089.478
Red,R6 (760),152,2,1.333333,1446.9,1.578082,830.0844
Red,R7 (783),268,6,2.290076,1911.916,1.769735,622.207
Red,R8 (812),186,14,8.139535,2136.589,4.763802,262.0636


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-39.65,1.116907,51.57
Violet,-19.55,1.09349,93.27
Blue,0,1.173439,82.42751
Red,19.95,1.047301,74.664
UV,39.45,1.120555,0
FSC Area Scaling Factor,1.185648,Window Extension,3
Flow Rate,12.91
Temperature,27.12
